timestamp,pursuit_control_rate,stanley_control_rate,sta_lat_rate,heading_error_deg,angular_error_deg,lat_error,pursuit_control_deg,stanley_control_deg,steer_angle_deg, feedback_steer_deg,preview_dist,preview_idx,closest_idx,target_east,target_north,target_yaw_deg,closest_east,closest_north,closest_yaw_deg,closest_curvature,cur_east,cur_north,cur_yaw_deg,curvature_feedforward,zero_point_draft,target_spd,cur_spd,error,acceleration,cmd_spd,integral
17:43:56.239,0.4,0.6,0.4,2.7101,5.57127,-0.0890912,-14.4451,-6.24483,-3.3,0,1.5,67,51,-3.77487,18.6265,16.6921,-4.22829,17.0922,16.1898,-0.00724506,-4.32684,17.0723,13.982,0.2,-3,0,0,0,0,0,0
17:43:56.339,0.4,0.6,0.4,2.7091,5.57084,-0.0890983,-14.444,-6.24435,-4.8,0,1.5,67,51,-3.77487,18.6265,16.6921,-4.22829,17.0922,16.1898,-0.00724506,-4.3268,17.0725,13.983,0.2,-3,0,0,0,0,0,0
17:43:56.439,0.4,0.6,0.4,2.7091,5.57249,-0.0891329,-14.4481,-6.24593,-6.3,0,1.5,67,51,-3.77487,18.6265,16.6921,-4.22829,17.0922,16.1898,-0.00724506,-4.32678,17.0727,13.983,0.2,-3,0,0,0,0,0,0
17:43:56.539,0.4,0.6,0.4,2.7101,5.57153,-0.0890645,-14.4457,-6.24361,-7.8,0,1.5,67,51,-3.77487,18.6265,16.6921,-4.22829,17.0922,16.1898,-0.00724506,-4.32665,17.0729,13.982,0.2,-3,0,0,0,0,0,0
17:43:56.639,0.4,0.6,0.4,2.7101,5.57096,-0.089041,-14.4443,-6.24254,-9.3,0,1.5,67,51,-3.77487,18.6265,16.6921,-4.22829,17.0922,16.1898,-0.00724506,-4.3266,17.073,13.982,0.2,-3,0,0,0,0,0,0
17:43:56.739,0.4,0.6,0.4,2.7101,5.56858,-0.0889659,-14.4385,-6.23911,-10.8,0,1.5,67,51,-3.77487,18.6265,16.6921,-4.22829,17.0922,16.1898,-0.00724506,-4.32649,17.0731,13.982,0.2,-3,0,0,0,0,0,0
17:43:56.839,0.4,0.6,0.4,2.7111,5.57054,-0.0889904,-14.4433,-6.24103,-12.0773,0,1.5,67,51,-3.77487,18.6265,16.6921,-4.22829,17.0922,16.1898,-0.00724506,-4.3265,17.0731,13.981,0.2,-3,0,0,0,0,0,0
17:43:56.939,0.4,0.6,0.4,2.7111,5.56881,-0.0889391,-14.439,-6.23869,-12.0743,0,1.5,67,51,-3.77487,18.6265,16.6921,-4.22829,17.0922,16.1898,-0.00724506,-4.32645,17.0731,13.981,0.2,-3,0,0,0,0,0,0
17:43:57.039,0.4,0.6,0.4,2.7111,5.56832,-0.088924,-14.4378,-6.238,-12.0734,0,1.5,67,51,-3.77487,18.6265,16.6921,-4.22829,17.0922,16.1898,-0.00724506,-4.32643,17.0732,13.981,0.2,-3,0,0,0,0,0,0
17:43:57.139,0.4,0.6,0.4,2.7101,5.56549,-0.0888669,-14.417,-6.2346,-12.0649,0,1.5015,67,51,-3.77487,18.6265,16.6921,-4.22829,17.0922,16.1898,-0.00724506,-4.32635,17.0732,13.982,0.2,-3,0,0.001,-0.001,0,0,0
17:43:57.239,0.4,0.6,0.4,2.7091,5.56446,-0.0888613,-14.4144,-6.23354,-12.0634,0,1.5015,67,51,-3.77487,18.6265,16.6921,-4.22829,17.0922,16.1898,-0.00724506,-4.32632,17.0733,13.983,0.2,-3,0,0.001,-0.001,0,0,0
