east,north,yaw
210.49293528,-197.52480421,-110.19590341
210.45821225,-197.61809680,-110.22004187
210.42346194,-197.71113959,-110.24480861
210.38867464,-197.80397939,-110.27258361
210.35384061,-197.89666300,-110.30657449
210.31895017,-197.98923724,-110.35324687
210.28398112,-198.08178651,-110.40228051
210.24893984,-198.17430206,-110.44011246
210.21381899,-198.26682976,-110.47648098
210.17861366,-198.35940801,-110.51139870
210.14332652,-198.45205352,-110.54488540
210.10797918,-198.54473001,-110.57696746
210.07259077,-198.63740658,-110.60767894
210.03716018,-198.73010429,-110.63706317
210.00169314,-198.82282397,-110.66516975
209.96619464,-198.91556597,-110.69205653
209.93066926,-199.00833029,-110.71778934
209.89511801,-199.10111543,-110.74243912
209.85954866,-199.19392221,-110.76608427
209.82396662,-199.28675037,-110.78881077
209.78837725,-199.37959938,-110.81071198
209.75278578,-199.47246846,-110.83189039
209.71719729,-199.56535648,-110.85245961
209.68161666,-199.65826197,-110.87254374
209.64604869,-199.75118323,-110.89227493
209.61049773,-199.84411811,-110.91179270
209.57496787,-199.93706422,-110.93124463
209.53946278,-200.03001882,-110.95078393
209.50398581,-200.12297891,-110.97056868
209.46853988,-200.21594119,-110.99076176
209.43312761,-200.30890215,-111.01153047
209.39775115,-200.40185796,-111.03304672
209.36241213,-200.49480453,-111.05548675
209.32711176,-200.58773747,-111.07903083
209.29185077,-200.68065213,-111.10386171
209.25662942,-200.77354354,-111.13016499
209.22144746,-200.86640645,-111.15813275
209.18630433,-200.95923542,-111.18796143
209.15119893,-201.05202478,-111.21984872
209.11612963,-201.14476864,-111.25399369
209.08109427,-201.23746093,-111.29059298
209.04609014,-201.33009546,-111.32983834
209.01111400,-201.42266587,-111.37192031
208.97616208,-201.51516564,-111.41702884
208.94123013,-201.60758814,-111.46535313
208.90631332,-201.69992651,-111.51708179
208.87140619,-201.79217371,-111.57240313
208.83650303,-201.88432269,-111.63150209
208.80159769,-201.97636629,-111.69455788
208.76668359,-202.06829732,-111.76174625
208.73175389,-202.16010865,-111.83323786
208.69680127,-202.25179306,-111.90919767
208.66181775,-202.34334326,-111.98978451
208.62679482,-202.43475190,-112.07515085
208.59172350,-202.52601160,-112.16544140
208.55659435,-202.61711495,-112.26079241
208.52139757,-202.70805453,-112.36133482
208.48612317,-202.79882303,-112.46719355
208.45076076,-202.88941315,-112.57848461
208.41529939,-202.97981757,-112.69531539
208.37972778,-203.07002907,-112.81778155
208.34403424,-203.16004054,-112.94596324
208.30820678,-203.24984496,-113.07992721
208.27223338,-203.33943555,-113.21973035
208.23610201,-203.42880576,-113.36541834
208.19980057,-203.51794928,-113.51702575
208.16331684,-203.60685992,-113.67457552
208.12663863,-203.69553175,-113.83807603
208.08975374,-203.78395907,-114.00751938
208.05265012,-203.87213641,-114.18288656
208.01531624,-203.96005865,-114.36415093
207.97774093,-204.04772096,-114.55127738
207.93991325,-204.13511870,-114.74422572
207.90182261,-204.22224753,-114.94294714
207.86345866,-204.30910333,-115.14737973
207.82481131,-204.39568223,-115.35744870
207.78587085,-204.48198057,-115.57307003
207.74662796,-204.56799491,-115.79415546
207.70707363,-204.65372192,-116.02061612
207.66719897,-204.73915824,-116.25236446
207.62699531,-204.82430060,-116.48930992
207.58645416,-204.90914580,-116.73135302
207.54556722,-204.99369074,-116.97838621
207.50432666,-205.07793259,-117.23029506
207.46272498,-205.16186867,-117.48696042
207.42075484,-205.24549639,-117.74826095
207.37840901,-205.32881318,-118.01407364
207.33568035,-205.41181649,-118.28427122
207.29256203,-205.49450390,-118.55871888
207.24904752,-205.57687312,-118.83727610
207.20513096,-205.65892213,-119.11980088
207.16080704,-205.74064914,-119.40615129
207.11607086,-205.82205247,-119.69618797
207.07091794,-205.90313054,-119.98977386
207.02534399,-205.98388181,-120.28676846
206.97934505,-206.06430482,-120.58702889
206.93291751,-206.14439820,-120.89041125
206.88605825,-206.22416073,-121.19677396
206.83876457,-206.30359122,-121.50597986
206.79103397,-206.38268843,-121.81789941
206.74286429,-206.46145112,-122.13240984
206.69425353,-206.53987804,-122.44938858
206.64519994,-206.61796792,-122.76871231
206.59570211,-206.69571960,-123.09025720
206.54575897,-206.77313201,-123.41390231
206.49536974,-206.85020407,-123.73953309
206.44453384,-206.92693463,-124.06704260
206.39325096,-207.00332256,-124.39632981
206.34152098,-207.07936664,-124.72729647
206.28934403,-207.15506570,-125.05984802
206.23672080,-207.23041875,-125.39389247
206.18365229,-207.30542483,-125.72934320
206.13013987,-207.38008303,-126.06612325
206.07618525,-207.45439242,-126.40416488
206.02179027,-207.52835200,-126.74340905
205.96695700,-207.60196068,-127.08380213
205.91168773,-207.67521732,-127.42529720
205.85598499,-207.74812076,-127.76785373
205.79985137,-207.82066956,-128.11144003
205.74328963,-207.89286220,-128.45603651
205.68630261,-207.96469692,-128.80163293
205.62889312,-208.03617172,-129.14822857
205.57106410,-208.10728450,-129.49582992
