east,north,yaw
78.97557302,25.74949953,-9.79259864
79.07629543,25.73307900,-9.90067246
79.17794773,25.71616056,-10.01268028
79.28033866,25.69877944,-10.13961864
79.38327696,25.68097089,-10.29657733
79.48657136,25.66277016,-10.51414788
79.58986597,25.64423951,-10.74741325
79.69321692,25.62537633,-10.93421565
79.79643371,25.60621318,-11.11840276
79.89935337,25.58677933,-11.29996698
80.00190645,25.56708860,-11.47890353
80.10426375,25.54711139,-11.65520739
80.20657596,25.52682118,-11.82887182
80.30875337,25.50623787,-11.99989314
80.41079672,25.48536567,-12.16826713
80.51270697,25.46420992,-12.33398838
80.61448533,25.44277702,-12.49705377
80.71613436,25.42107980,-12.65746030
80.81765413,25.39911902,-12.81520421
80.91904562,25.37689977,-12.97028121
81.02030981,25.35442706,-13.12268920
81.12144763,25.33170581,-13.27242582
81.22246008,25.30874109,-13.41948766
81.32334815,25.28553787,-13.56387341
81.42411280,25.26210108,-13.70558144
81.52475503,25.23843569,-13.84460904
81.62527583,25.21454673,-13.98095464
81.72567621,25.19043912,-14.11461777
81.82595714,25.16611780,-14.24559636
81.92611965,25.14158774,-14.37388892
82.02616474,25.11685393,-14.49949480
82.12609341,25.09192124,-14.62241292
82.22590671,25.06679470,-14.74264332
82.32560563,25.04147920,-14.86018555
82.42519120,25.01597964,-14.97503903
82.52467576,24.99034148,-15.08720294
82.62403101,24.96446449,-15.19667698
82.72326531,24.93838028,-15.30346187
82.82238680,24.91211938,-15.40755718
82.92140317,24.88571039,-15.50896298
83.02031933,24.85917975,-15.60767929
83.11914407,24.83254923,-15.70370582
83.21788853,24.80583522,-15.79704372
83.31655627,24.77905060,-15.88769332
83.41514443,24.75220404,-15.97565447
83.51364488,24.72529896,-16.06193403
83.61201550,24.69822703,-16.14548561
83.71026172,24.67104612,-16.22427929
83.80837528,24.64376098,-16.29841035
83.90635051,24.61637465,-16.36807078
84.00418615,24.58888818,-16.43355738
84.10189752,24.56129661,-16.49528488
84.19950388,24.53359232,-16.55379290
84.29701278,24.50576975,-16.60974513
84.39442793,24.47782302,-16.66393372
84.49174884,24.44974558,-16.71728700
84.58895065,24.42146308,-16.76832516
84.68606264,24.39308374,-16.81590010
84.78308560,24.36463004,-16.86086763
84.88002577,24.33613995,-16.90327373
84.97687642,24.30759703,-16.94316578
85.07364335,24.27900047,-16.98059564
85.17033350,24.25035886,-17.01561235
85.26694965,24.22168317,-17.04826500
85.36349443,24.19297753,-17.07860786
85.45996655,24.16423292,-17.10669812
85.55635894,24.13542127,-17.13259504
85.65270876,24.10665929,-17.15635860
85.74901031,24.07792284,-17.17805238
85.84526552,24.04921279,-17.19774329
85.94146045,24.02047834,-17.21549815
86.03759166,23.99170278,-17.23138309
86.13365633,23.96287162,-17.24546444
86.22965236,23.93397264,-17.25781081
86.32558796,23.90502680,-17.26849058
86.42144938,23.87598452,-17.27756728
86.51722210,23.84679378,-17.28510303
86.61290171,23.81743507,-17.29116467
86.70849246,23.78791651,-17.29581845
86.80400549,23.75826815,-17.29912815
86.89946583,23.72856445,-17.30115993
86.99488449,23.69883473,-17.30198480
87.09027363,23.66911179,-17.30167537
87.18564557,23.63942881,-17.30030260
87.28101190,23.60981648,-17.29793748
87.37635811,23.58022174,-17.29465328
87.47167611,23.55061222,-17.29052420
87.56696568,23.52098095,-17.28562176
87.66223025,23.49133275,-17.28001260
87.75747749,23.46168622,-17.27376310
87.85271978,23.43207536,-17.26694063
87.94795263,23.40248036,-17.25960847
88.04317783,23.37290154,-17.25182528
88.13839724,23.34333909,-17.24364870
88.23361265,23.31379310,-17.23513670
88.32882573,23.28426362,-17.22634723
88.42403796,23.25475065,-17.21735775
88.51925053,23.22525408,-17.20822478
88.61446436,23.19577388,-17.19896495
88.70968012,23.16631004,-17.18959409
88.80489831,23.13686262,-17.18012358
88.90011929,23.10743166,-17.17056724
88.99534362,23.07801713,-17.16094762
89.09057221,23.04861885,-17.15129414
89.18580611,23.01923652,-17.14164495
89.28104642,22.98986975,-17.13204885
89.37629424,22.96051807,-17.12257541
89.47155058,22.93118085,-17.11327095
89.56681640,22.90185749,-17.10415592
89.66209256,22.87254735,-17.09526036
89.75737979,22.84324979,-17.08661624
89.85267874,22.81396412,-17.07826548
89.94799005,22.78468956,-17.07024761
90.04331436,22.75542529,-17.06258977
90.13865209,22.72617050,-17.05531479
90.23400348,22.69692441,-17.04844266
90.32936852,22.66768628,-17.04198421
90.42474704,22.63845539,-17.03594009
90.52013878,22.60923108,-17.03030267
90.61554335,22.58001275,-17.02506100
90.71096030,22.55079981,-17.02020812
90.80638923,22.52159170,-17.01573927
90.90182974,22.49238783,-17.01164335
90.99728144,22.46318767,-17.00790898
91.09274390,22.43399070,-17.00453116
91.18821660,22.40479642,-17.00150286
91.28369897,22.37560439,-16.99880486
91.37919031,22.34641425,-16.99641108
91.47468981,22.31722572,-16.99429785
91.57019656,22.28803857,-16.99243750
91.66570964,22.25885266,-16.99079338
91.76122814,22.22966792,-16.98932821
91.85675116,22.20048432,-16.98801153
91.95227782,22.17130188,-16.98681588
92.04780730,22.14212066,-16.98571071
92.14333882,22.11294077,-16.98466313
92.23887159,22.08376236,-16.98364313
92.33440478,22.05458568,-16.98262200
92.42993757,22.02541099,-16.98156695
92.52546916,21.99623864,-16.98044143
92.62099879,21.96706903,-16.97920902
92.71652571,21.93790260,-16.97783832
92.81204922,21.90873984,-16.97630303
92.90756870,21.87958128,-16.97457434
93.00308355,21.85042747,-16.97262219
93.09859320,21.82127903,-16.97041752
93.19409698,21.79213663,-16.96793404
93.28959421,21.76300102,-16.96514488
93.38508425,21.73387298,-16.96201157
93.48056652,21.70475336,-16.95849373
93.57604049,21.67564303,-16.95456324
93.67151214,21.64656371,-16.95020254
93.76697008,21.61747947,-16.94539584
93.86240923,21.58837440,-16.94013027
93.95782947,21.55924851,-16.93440210
94.05323444,21.53011415,-16.92821246
94.14864279,21.50103325,-16.92156113
94.24405373,21.47200370,-16.91444216
94.33945880,21.44299827,-16.90684149
94.43484982,21.41399074,-16.89874555
94.53021968,21.38495838,-16.89015019
94.62556323,21.35588448,-16.88105403
94.72086201,21.32670833,-16.87145236
94.81611366,21.29742181,-16.86134696
94.91132313,21.26804056,-16.85074650
95.00650353,21.23860719,-16.83965807
95.10167697,21.20919381,-16.82808606
95.19684375,21.17980094,-16.81603467
95.29200601,21.15043529,-16.80351119
95.38716881,21.12111330,-16.79051904
95.48233732,21.09185206,-16.77705738
95.57751701,21.06266958,-16.76312765
95.67272356,21.03361809,-16.74873229
95.76795488,21.00469047,-16.73387578
95.86320684,20.97587234,-16.71856456
95.95847379,20.94714382,-16.70280904
96.05374937,20.91848216,-16.68662928
96.14902739,20.88986461,-16.67005322
96.24430279,20.86127172,-16.65311072
96.33957276,20.83269108,-16.63583291
96.43483798,20.80412182,-16.61825676
96.53010407,20.77557945,-16.60042073
96.62538317,20.74710123,-16.58235800
96.72067032,20.71866760,-16.56410102
96.81596654,20.69027886,-16.54568495
96.91127277,20.66193524,-16.52714531
97.00659004,20.63363718,-16.50851543
97.10191947,20.60538521,-16.48982756
97.19726819,20.57720023,-16.47111725
97.29262645,20.54904548,-16.45242675
97.38799167,20.52090800,-16.43380222
97.48336657,20.49279237,-16.41529141
97.57875746,20.46471490,-16.39694848
97.67417269,20.43669841,-16.37883634
97.76962145,20.40876814,-16.36102459
97.86511265,20.38094789,-16.34358512
97.96065386,20.35325675,-16.32659042
98.05625053,20.32570644,-16.31011751
98.15190540,20.29829964,-16.29424616
98.24760322,20.27097788,-16.27904881
98.34333916,20.24371824,-16.26458990
98.43910842,20.21649829,-16.25093414
98.53490634,20.18929624,-16.23814458
98.63073277,20.16210609,-16.22627790
98.72658439,20.13491090,-16.21538782
98.82244021,20.10763276,-16.20552969
98.91828223,20.08020425,-16.19676220
99.01412701,20.05267710,-16.18914333
99.10998114,20.02506888,-16.18272372
99.20583179,19.99733065,-16.17754909
99.30168849,19.96949116,-16.17366602
99.39757259,19.94162054,-16.17111443
99.49350636,19.91379265,-16.16992043
99.58948905,19.88600248,-16.17010472
99.68550749,19.85820265,-16.17169098
99.78153454,19.83029789,-16.17470211
99.87755852,19.80224587,-16.17915438
99.97359057,19.77408283,-16.18506714
100.06961713,19.74575974,-16.19247076
100.16562112,19.71721511,-16.20140164
100.26161785,19.68849918,-16.21189350
100.35762686,19.65967653,-16.22397378
100.45366130,19.63079017,-16.23767134
100.54971705,19.60182397,-16.25301695
100.64579899,19.57279309,-16.27003327
100.74191255,19.54371469,-16.28873242
100.83806354,19.51460758,-16.30912459
100.93426902,19.48552854,-16.33122901
101.03052839,19.45647419,-16.35506532
101.12683853,19.42743211,-16.38064640
101.22319418,19.39838224,-16.40799090
101.31958849,19.36929901,-16.43713074
101.41601386,19.34015406,-16.46810345
101.51246313,19.31092032,-16.50093806
101.60893103,19.28157704,-16.53566226
101.70541566,19.25211498,-16.57231396
101.80192038,19.22254276,-16.61093393
101.89845611,19.19289442,-16.65155964
101.99501679,19.16314602,-16.69422570
102.09160235,19.13329375,-16.73897370
102.18821264,19.10333372,-16.78585538
102.28484749,19.07326178,-16.83492079
102.38150660,19.04307334,-16.88621419
102.47818957,19.01276365,-16.93977778
102.57489594,18.98232801,-16.99565755
102.67162512,18.95176137,-17.05389851
102.76837644,18.92105844,-17.11454178
102.86514930,18.89021386,-17.17763255
102.96194316,18.85922227,-17.24322214
103.05875763,18.82807861,-17.31136926
103.15559232,18.79677726,-17.38213625
103.25244687,18.76531255,-17.45558648
103.34932092,18.73367871,-17.53178911
103.44621416,18.70187021,-17.61081710
103.54312624,18.66988156,-17.69273980
103.64005666,18.63770713,-17.77762060
103.73700494,18.60534161,-17.86552207
103.83397049,18.57277980,-17.95650602
103.93095271,18.54001664,-18.05063017
104.02795090,18.50704704,-18.14795207
104.12496421,18.47386551,-18.24853032
104.22199170,18.44046647,-18.35242457
104.31903228,18.40684409,-18.45969384
104.41608469,18.37299211,-18.57039511
104.51314744,18.33890390,-18.68458607
104.61021882,18.30457239,-18.80232440
104.70729708,18.26999048,-18.92366678
104.80438030,18.23515079,-19.04866831
104.90146658,18.20004591,-19.17738780
104.99855393,18.16466827,-19.30989058
105.09564036,18.12901026,-19.44624470
105.19272395,18.09306429,-19.58651998
105.28980277,18.05682279,-19.73078920
105.38687478,18.02027807,-19.87912950
105.48393788,17.98342247,-20.03162131
105.58098984,17.94624830,-20.18834037
105.67802842,17.90874821,-20.34935678
105.77505113,17.87091477,-20.51473959
105.87205537,17.83274070,-20.68455649
105.96903833,17.79421861,-20.85887030
106.06599708,17.75534117,-21.03773916
106.16292846,17.71610079,-21.22122168
106.25982908,17.67648973,-21.40937970
106.35669535,17.63650002,-21.60227354
106.45352351,17.59612358,-21.79995818
106.55030954,17.55535205,-22.00248627
106.64704934,17.51417725,-22.20991341
106.74373865,17.47259105,-22.42229544
106.84037324,17.43058562,-22.63968236
106.93694874,17.38815326,-22.86212183
107.03346079,17.34528674,-23.08966326
107.12990490,17.30197897,-23.32235303
107.22627644,17.25822325,-23.56022794
