east,north,yaw
-3.94377538,11.40544675,77.67942833
-3.92233315,11.50202807,77.62510745
-3.90083774,11.59796059,77.56874437
-3.87926787,11.69335828,77.50479473
-3.85760222,11.78833512,77.42563842
-3.83581949,11.88300509,77.31582078
-3.81387824,11.97757962,77.19782548
-3.79178546,12.07202579,77.10293458
-3.76952174,12.16645753,77.00912018
-3.74707043,12.26097271,76.91638311
-3.72442662,12.35561398,76.82472359
-3.70161684,12.45028136,76.73414337
-3.67866483,12.54488635,76.64464253
-3.65556150,12.63948325,76.55622182
-3.63230895,12.73407261,76.46888178
-3.60890871,12.82865488,76.38262195
-3.58536169,12.92323032,76.29744401
-3.56166491,13.01779830,76.21334800
-3.53782269,13.11235989,76.13033415
-3.51383659,13.20691552,76.04840301
-3.48970847,13.30146569,75.96755437
-3.46543994,13.39601083,75.88778994
-3.44103271,13.49055140,75.80910923
-3.41648862,13.58508789,75.73151238
-3.39180925,13.67962073,75.65500002
-3.36699640,13.77415039,75.57957225
-3.34205181,13.86867733,75.50522970
-3.31697711,13.96320200,75.43197151
-3.29177419,14.05772488,75.35979853
-3.26644463,14.15224640,75.28871129
-3.24099028,14.24676704,75.21870968
-3.21541276,14.34128724,75.14979392
-3.18971386,14.43580747,75.08196340
-3.16389534,14.53032819,75.01521917
-3.13795887,14.62484983,74.94956136
-3.11193764,14.71938152,74.88498950
-3.08574482,14.81389931,74.82150375
-3.05941491,14.90841264,74.75910376
-3.03297571,15.00292914,74.69779023
-3.00644833,15.09745467,74.63756342
-2.97984672,15.19199160,74.57842298
-2.95317787,15.28654416,74.52036828
-2.92644503,15.38111751,74.46339981
-2.89964849,15.47571073,74.40751816
-2.87278386,15.57031821,74.35272264
-2.84584297,15.66493171,74.29957774
-2.81873543,15.75952035,74.24736979
-2.79150910,15.85409257,74.19498026
-2.76416046,15.94864473,74.14273709
-2.73668505,16.04317596,74.09098529
-2.70907583,16.13768842,74.04006024
-2.68132490,16.23219580,73.99027382
-2.65342910,16.32671354,73.94196122
-2.62539084,16.42124767,73.89550419
-2.59721657,16.51580214,73.85129792
-2.56891982,16.61038043,73.80973624
-2.54046813,16.70497036,73.76977526
-2.51197155,16.79959998,73.73075788
-2.48345512,16.89427104,73.69327678
-2.45493440,16.98898273,73.65732693
-2.42641628,17.08373348,73.62282308
-2.39789971,17.17852314,73.58959845
-2.36937624,17.27334631,73.55748199
-2.34083151,17.36819215,73.52631390
-2.31224433,17.46305059,73.49592628
-2.28356304,17.55790464,73.46621226
-2.25480481,17.65276032,73.43719739
-2.22607236,17.74765069,73.40902335
-2.19731921,17.84256616,73.38187836
-2.16851322,17.93750140,73.35591721
-2.13961559,18.03244787,73.33124223
-2.11058917,18.12739538,73.30790240
-2.08140328,18.22233379,73.28585478
-2.05203881,18.31725563,73.26499077
