east,north,yaw
-5.32809930,8.04613572,68.71222111
-5.28930408,8.14154921,68.86304614
-5.25044699,8.23838997,69.01911409
-5.21162128,8.33640654,69.19570155
-5.17292018,8.43534750,69.41372434
-5.13443693,8.53496138,69.71556576
-5.09634987,8.63478369,70.03818610
-5.05862104,8.73488015,70.29501425
-5.02134629,8.83500311,70.54726983
-4.98460510,8.93494022,70.79493466
-4.94842856,9.03460036,71.03799237
-4.91272995,9.13420550,71.27642677
-4.87743398,9.23395106,71.51022360
-4.84257881,9.33371683,71.73937020
-4.80815716,9.43350003,71.96385403
-4.77415999,9.53329729,72.18366260
-4.74057656,9.63310474,72.39878563
-4.70738584,9.73291502,72.60921470
-4.67458583,9.83272733,72.81493972
-4.64216789,9.93253859,73.01595307
-4.61012352,10.03234580,73.21224733
-4.57844408,10.13214592,73.40381561
-4.54712099,10.23193595,73.59065306
-4.51614569,10.33171290,73.77275465
-4.48550961,10.43147382,73.95011545
-4.45520416,10.53121575,74.12273073
-4.42522069,10.63093573,74.29059825
-4.39555076,10.73063087,74.45371510
-4.36618576,10.83029824,74.61207780
-4.33711705,10.92993493,74.76568548
-4.30833617,11.02953808,74.91453615
-4.27983449,11.12910479,75.05862842
-4.25160351,11.22863221,75.19796186
-4.22363472,11.32811749,75.33253543
-4.19591957,11.42755780,75.46234883
-4.16836227,11.52692876,75.58740251
-4.14117662,11.62628251,75.70769728
-4.11430467,11.72560378,75.82323257
-4.08768566,11.82487676,75.93400873
-4.06125921,11.92408592,76.04002720
-4.03496966,12.02321122,76.14128907
-4.00874704,12.12224266,76.23779517
-3.98258380,12.22119513,76.32954650
-3.95645573,12.32006266,76.41654398
-3.93033526,12.41882485,76.49878895
-3.90420214,12.51745334,76.57889760
-3.87828165,12.61597314,76.65415540
-3.85242677,12.71432074,76.71927446
-3.82667075,12.81247949,76.77448404
-3.80104354,12.91044028,76.82030286
-3.77557108,13.00820647,76.85754932
-3.75026818,13.10582644,76.88735117
-3.72519047,13.20337095,76.91115662
-3.70034549,13.30086749,76.93074021
-3.67559614,13.39830000,76.94820720
-3.65111597,13.49571346,76.96599701
-3.62691031,13.59310392,76.98026990
-3.60326028,13.69052713,76.98801533
-3.58027199,13.78799238,76.99142374
-3.55794874,13.88548675,76.99061097
-3.53622605,13.98299139,76.98569496
-3.51497606,14.08049290,76.97679644
-3.49399161,14.17795507,76.96403912
-3.47308858,14.27533440,76.94754909
-3.45204058,14.37258238,76.92745449
-3.43092608,14.46972093,76.90388450
-3.40966465,14.56673525,76.87697097
-3.38845857,14.66367590,76.84684770
-3.36716681,14.76051372,76.81364964
-3.34576447,14.85724664,76.77751285
-3.32422609,14.95387246,76.73857436
-3.30252557,15.05038881,76.69697257
-3.28063636,15.14679319,76.65284651
-3.25860318,15.24309971,76.60633590
-3.23644805,15.33931725,76.55758049
-3.21418944,15.43545385,76.50671984
-3.19183477,15.53151496,76.45389456
-3.16937084,15.62750114,76.39924418
-3.14675313,15.72340546,76.34290795
-3.12399758,15.81923528,76.28502489
-3.10110149,15.91499348,76.22573305
-3.07806230,16.01068297,76.16517013
-3.05487782,16.10630667,76.10347159
-3.03154619,16.20186754,76.04077127
-3.00806575,16.29736855,75.97720258
-2.98443511,16.39281265,75.91289684
-2.96065543,16.48820340,75.84798316
-2.93672272,16.58354297,75.78258901
-2.91263432,16.67883381,75.71683919
-2.88838896,16.77407862,75.65085663
-2.86398679,16.86928043,75.58476229
-2.83942940,16.96444242,75.51867326
-2.81471974,17.05956820,75.45270264
-2.78986201,17.15466195,75.38696254
-2.76486133,17.24972811,75.32156184
-2.73972369,17.34477101,75.25660357
-2.71445576,17.43979466,75.19224047
-2.68905910,17.53480106,75.12857556
-2.66353771,17.62979207,75.06560078
-2.63789549,17.72476875,75.00329713
-2.61213602,17.81973147,74.94164025
-2.58626259,17.91468009,74.88060516
-2.56027781,18.00961488,74.82017574
-2.53418360,18.10453680,74.76035478
-2.50798101,18.19944701,74.70117075
-2.48167058,18.29434681,74.64268889
-2.45525240,18.38923750,74.58502630
-2.42872239,18.48411912,74.52823115
-2.40208096,18.57899273,74.47228908
-2.37532937,18.67385930,74.41722101
-2.34846977,18.76871971,74.36304605
-2.32150516,18.86357482,74.30978175
-2.29443902,18.95842585,74.25744387
-2.26727524,19.05327425,74.20604663
