east,north,raw_curvature,smoothed_curvature
7.74942768,42.85280194,-0.07352239637804266,-0.07352862279222694
7.83631577,42.90250103,-0.07295403663945636,-0.07295544590702857
7.92357183,42.9515684,-0.07243976327325612,-0.07243946732078294
8.01118794,43.00000531,-0.07191634852528873,-0.07190840169901258
8.09915621,43.04781322,-0.07132401742025418,-0.07131940059771572
8.1874686,43.09499437,-0.07069570795607387,-0.07069935773061892
8.27611688,43.14155138,-0.0701182210602841,-0.07012445825882548
8.36509309,43.18748651,-0.06963577695739519,-0.06963405877766687
8.45439021,43.2328015,-0.06921982855560088,-0.06922396415003057
8.54400178,43.27749768,-0.06886187419325811,-0.06885967675368573
8.6339215,43.32157586,-0.06850516360704366,-0.0684965067234542
8.72414303,43.36503687,-0.06811858332864495,-0.06812467076469997
8.81466006,43.40788194,-0.06777201686495932,-0.067779287112
8.90546637,43.45011195,-0.0674643276355751,-0.06745787789233293
8.99655586,43.49172746,-0.06710955951127222,-0.06710064305907261
9.08792238,43.53272958,-0.06669700336732205,-0.06669528761792654
9.17955968,43.57312006,-0.06631997535465763,-0.0663340095126657
9.27146158,43.61290034,-0.06609180870049254,-0.06609397788232815
9.36362261,43.65207059,-0.06596210478861236,-0.06595209015080132
9.45603781,43.69063017,-0.06585515788138677,-0.06585648727736484
9.5487023,43.72857827,-0.06581209968231384,-0.06581901276422436
9.64161144,43.76591353,-0.06585855227514695,-0.0658556587440565
9.73476105,43.80263385,-0.0659394851213497,-0.06593919559103292
9.82814703,43.83873683,-0.06603362554510724,-0.0660367239044387
9.92176507,43.87421989,-0.06612307872429997,-0.06611190058229273
10.01561065,43.90908047,-0.0661538023112742,-0.06614843217290979
10.10967909,43.94331663,-0.06620216561512696,-0.06622275103950304
10.20396576,43.97692631,-0.06640718955920623,-0.06640455199637003
10.29846667,44.00990606,-0.06666773178247204,-0.06665296744913429
10.39317816,44.042252,-0.06691342149030624,-0.06692351398293706
10.48809655,44.07396044,-0.0672461384436974,-0.06725211365428407
10.58321834,44.10502687,-0.0676500166562742,-0.06764126359324925
10.67854015,44.13544611,-0.06803947935148699,-0.06804008618099514
10.77405853,44.16521315,-0.06843106882141002,-0.06843710359057596
10.86976994,44.19432297,-0.0688342476805221,-0.06882769918413996
10.96567074,44.22277044,-0.0691880729030322,-0.06918331779993644
11.06175699,44.2505509,-0.06950800058760719,-0.06951446372480717
11.15802469,44.27766007,-0.06986496303569728,-0.0698684775327176
11.25446981,44.30409332,-0.07025448928141904,-0.07024807387840523
11.35108833,44.32984573,-0.0706311058936515,-0.07063040889330381
11.4478762,44.35491255,-0.07102418580976785,-0.07103115908492605
11.54482948,44.37928893,-0.07147123363786397,-0.07147161378065474
11.64194434,44.40296953,-0.07192839910918954,-0.07192531447605345
11.73921698,44.42594895,-0.07234739695576808,-0.07234993199902176
11.8366434,44.44822217,-0.07271592929621015,-0.07271300053139429
11.93421932,44.46978466,-0.07299212274449972,-0.07298433513336655
12.03194027,44.49063283,-0.07316827283747217,-0.07317270610623841
12.12980166,44.51076412,-0.07332753057518254,-0.07333378034950139
12.22779868,44.53017613,-0.07350132548874601,-0.07349532697493422
12.32592637,44.54886632,-0.07364817307555736,-0.07364582008841669
12.42417992,44.56683249,-0.07379657149414848,-0.07380383878552649
12.52255477,44.5840725,-0.07400247041969193,-0.07400303544043968
12.62104634,44.60058365,-0.07423703446128299,-0.07423851307625189
12.71965,44.61636297,-0.07446483631929275,-0.07446637739492062
12.81836114,44.63140759,-0.07463319818612137,-0.07462485251851306
12.91717476,44.64571521,-0.07467146303850987,-0.07466577224605751
13.01608554,44.65928483,-0.07460633997529574,-0.07461617991612494
13.11508835,44.67211655,-0.0745309306739268,-0.07453217375344953
13.21417814,44.68421061,-0.07442353750217627,-0.07441446695087407
13.31334954,44.69556756,-0.07424796023338494,-0.07424799392734777
13.41259731,44.70618868,-0.07407382173941872,-0.0740822762123039
13.51191659,44.7160753,-0.07397035179591005,-0.07397005494469948
13.61130251,44.72522806,-0.07390814466149706,-0.07390753996592549
13.71075022,44.73364721,-0.07386125785894061,-0.073866018199536
13.81025516,44.74133289,-0.07381080369266936,-0.07380687154048762
13.90981278,44.74828529,-0.07368235716016538,-0.0736746354307179
14.00941833,44.75450538,-0.0734473683676973,-0.07345434434297358
14.10906704,44.75999521,-0.07316737426508742,-0.07317183634520404
14.20875421,44.7647573,-0.07282252542393429,-0.07281240277690534
14.30847505,44.76879483,-0.0723409148144754,-0.07233355220355447
14.40822466,44.77211236,-0.07176873295561864,-0.0717751423639219
14.50799828,44.77471538,-0.07123806749368226,-0.07124972535784854
14.60779123,44.77660899,-0.07080622964477919,-0.07080357537424742
14.70759902,44.77779733,-0.07039452220974858,-0.07039516941714505
14.8074174,44.77828436,-0.06995521447896638,-0.0699515978683552
14.90724223,44.77807433,-0.06943302498984945,-0.06942750346272118
15.00706943,44.77717233,-0.06881486607027786,-0.06882111996446667
15.10689505,44.77558442,-0.06815206786462759,-0.06815625682997126
15.20671517,44.77331712,-0.06742299841840474,-0.06741310843454784
15.30652585,44.77037763,-0.06655715451477205,-0.06654809376942143
15.40632309,44.76677454,-0.06559941608188884,-0.06561128846551692
