longtitude,latitude,altitude,north,east,up,yaw,pitch,roll,vel_speed,vel_north,vel_east,vel_up,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,rtk_status
117.37864865,31.96338711,41.00500000,24.48087829,126.99841209,41.00400000,-158.87328128,0.16900000,0.01300000,0.18100000,-0.17100000,-0.06000000,-0.00300000,0.07400000,2.07800000,9.83300000,-0.43000000,0.26600000,-0.77500000,4
117.37864855,31.96338621,40.99941991,24.38776338,126.96243214,40.99841991,-158.81983601,0.14671351,0.01702490,0.28259609,-0.26619747,-0.09519947,-0.00460036,0.01770234,1.52045647,9.77371052,-0.19494475,-0.06245758,-1.14272998,4
117.37864838,31.96338531,40.99679039,24.29470636,126.92627490,40.99579039,-158.71260228,0.14100068,0.02445613,0.38099482,-0.35855864,-0.12940712,-0.00620990,0.03364449,1.09811597,9.81606797,-0.32454765,0.00402618,-1.23740407,4
117.37864814,31.96338443,40.99524176,24.20170843,126.88993949,40.99424176,-158.60467044,0.14115108,0.03380189,0.47782216,-0.44949034,-0.16312471,-0.00782300,0.07313214,0.72709032,9.89193549,-0.57569150,0.20287413,-1.23811124,4
117.37864784,31.96338357,40.99684717,24.10877075,126.85342502,40.99584717,-158.49603892,0.14875361,0.08017650,0.55253786,-0.51910500,-0.18990331,-0.00947759,0.04537881,0.58567063,9.89239598,-0.62200561,0.21533842,-1.24722118,4
117.37864751,31.96338270,40.99891839,24.01589452,126.81673060,40.99791839,-158.38670615,0.15689758,0.13157360,0.62314154,-0.58478423,-0.21536843,-0.01111501,0.00739951,0.47703553,9.88178767,-0.63375822,0.20092748,-1.25579453,4
117.37864723,31.96338182,41.00085877,23.92308091,126.77985536,40.99985877,-158.27667057,0.14666042,0.16711239,0.66847804,-0.62700271,-0.23220007,-0.01202120,-0.03608302,0.32011539,9.87693118,-0.51893992,0.21615343,-1.20747119,4
117.37864689,31.96338097,41.00307423,23.83033111,126.74279842,41.00207423,-158.16593062,0.12176730,0.18679637,0.70403678,-0.66010536,-0.24565638,-0.01264390,-0.04172320,0.16290254,9.86976678,-0.39927184,0.22381579,-1.15258589,4
117.37864645,31.96338015,41.00625692,23.73764630,126.70555888,41.00525692,-158.05448471,0.11142694,0.21192253,0.78157371,-0.73208801,-0.27337859,-0.01450357,0.04404661,0.13569022,9.84280538,-0.58413993,0.13999885,-1.22715918,4
117.37864606,31.96337931,41.00997061,23.64502767,126.66813586,41.00897061,-157.94233127,0.08279385,0.22057243,0.81531229,-0.76306224,-0.28612117,-0.01560486,-0.00755720,0.22813672,9.82063589,-0.48070736,0.10129911,-1.22042829,4
117.37864566,31.96337847,41.01379770,23.55247639,126.63052849,41.01279770,-157.82946875,0.06208726,0.23025266,0.85162534,-0.79653054,-0.30007287,-0.01659837,-0.03526921,0.28944127,9.81436147,-0.38414534,0.07585334,-1.18502729,4
117.37864518,31.96337767,41.01750639,23.45999364,126.59273587,41.01650639,-157.71589558,0.05933392,0.24712035,0.91044106,-0.85118240,-0.32210539,-0.01777807,0.02650058,0.26063262,9.82341596,-0.44292856,0.03436760,-1.15465072,4
117.37864474,31.96337684,41.02129535,23.36758062,126.55475713,41.02029535,-157.60161017,0.04087503,0.22475324,0.92976718,-0.86904437,-0.33024301,-0.01799994,-0.04485152,0.36246860,9.79501084,-0.58425972,-0.18092422,-1.13272713,4
117.37864428,31.96337603,41.02579487,23.27523850,126.51659137,41.02479487,-157.48661098,0.01461232,0.19468567,0.95569568,-0.89294902,-0.34072990,-0.01800081,-0.02512797,0.47246548,9.71381601,-0.63795584,-0.22392071,-1.10709883,4
117.37864380,31.96337522,41.03097566,23.18296847,126.47823772,41.02997566,-157.37089644,-0.01397225,0.16929178,0.99671616,-0.93076604,-0.35656934,-0.01804703,0.11280615,0.55987759,9.60429164,-0.54854297,-0.03319970,-1.08768742,4
117.37864336,31.96337439,41.03554334,23.09077170,126.43969529,41.03454334,-157.25446499,-0.01082333,0.19337385,1.01758084,-0.94930933,-0.36553097,-0.01880327,0.10808949,0.65829910,9.75703462,-0.00982954,0.31729616,-1.24438453,4
117.37864291,31.96337358,41.04056330,22.99864938,126.40096320,41.03956330,-157.13731507,0.01412785,0.23573192,1.04821803,-0.97744262,-0.37774881,-0.02032906,0.03730839,0.82062631,9.79615174,0.03490682,0.40959135,-1.26887223,4
117.37864246,31.96337277,41.04576807,22.90660270,126.36204057,41.04476807,-157.01944513,0.04567131,0.28603336,1.08176478,-1.00850894,-0.39101675,-0.02212598,-0.03349240,0.97281057,9.76377340,-0.22699375,0.36254960,-1.20377438,4
117.37864205,31.96337193,41.05024079,22.81463282,126.32292650,41.04924079,-156.90085362,0.04426136,0.32694291,1.09326750,-1.01844358,-0.39733449,-0.02287357,0.08253228,0.85277391,9.80751939,-0.34342584,0.47145559,-1.16135580,4
117.37864160,31.96337111,41.05436046,22.72274095,126.28362013,41.05336046,-156.78153901,0.04179309,0.36258795,1.11658624,-1.03937282,-0.40741986,-0.02356567,0.02217758,0.80947055,9.99877171,-0.50683549,0.29253626,-1.28598775,4
117.37864116,31.96337029,41.05805438,22.63092825,126.24412055,41.05705438,-156.66149976,0.01684567,0.37896265,1.13603975,-1.05677747,-0.41631356,-0.02426347,-0.05774971,0.79387398,10.02178387,-0.68931166,0.05213472,-1.45552970,4
117.37864077,31.96336944,41.06120656,22.53919592,126.20442690,41.06020656,-156.54073432,-0.05142710,0.35714837,1.14144967,-1.06125147,-0.42084263,-0.02500127,-0.05970217,0.78515691,9.60534953,-0.82123738,-0.11986450,-1.59973360,4
117.37864031,31.96336862,41.06628822,22.44754513,126.16453828,41.06528822,-156.41924119,-0.05548270,0.33945932,1.17399307,-1.09072085,-0.43432023,-0.02559139,-0.01101180,0.74556905,9.51347131,-0.21645988,-0.13986262,-1.58085295,4
117.37863989,31.96336779,41.07140439,22.35597707,126.12445381,41.07040439,-156.29701885,-0.04078763,0.30996986,1.19916834,-1.11313747,-0.44543406,-0.02530945,0.04130480,0.71914650,9.68964332,0.00791930,-0.20876119,-1.57498115,4
117.37863950,31.96336696,41.07628322,22.26449292,126.08417261,41.07528322,-156.17406578,-0.00994709,0.26775499,1.21427360,-1.12597602,-0.45340267,-0.02405992,0.08674088,0.70269615,10.12926534,-0.29624303,-0.31352443,-1.60534630,4
117.37863906,31.96336615,41.07998189,22.17309385,126.04369380,41.07898189,-156.05038048,-0.00578273,0.26262173,1.25307400,-1.16115720,-0.47019162,-0.02468534,0.05313515,0.57275861,9.90722722,-0.14693693,0.05937982,-1.67889976,4
117.37863865,31.96336532,41.08380066,22.08178106,126.00301649,41.08280066,-155.92596148,0.01709216,0.27248931,1.28068968,-1.18579656,-0.48296027,-0.02560070,0.03717512,0.50243150,9.67161900,0.18177333,0.25206902,-1.70285014,4
117.37863826,31.96336448,41.08773545,21.99055573,125.96213979,41.08673545,-155.80080727,0.07082239,0.29962930,1.29271328,-1.19577598,-0.49009930,-0.02678732,0.04095282,0.52165655,9.46498102,0.73078806,0.14276056,-1.65084514,4
117.37863783,31.96336365,41.09085343,21.89941904,125.92106283,41.08985343,-155.67491640,0.15778917,0.27535528,1.31682286,-1.21754402,-0.50133031,-0.02639398,-0.03058386,0.54586492,9.73468996,0.82573750,-0.31098142,-1.57863352,4
117.37863740,31.96336282,41.09357311,21.80837216,125.87978472,41.09257311,-155.54828740,0.24611208,0.22796634,1.33639932,-1.23501846,-0.51090685,-0.02540812,-0.07106757,0.54526664,10.01297108,0.78278973,-0.65226843,-1.60658330,4
117.37863700,31.96336198,41.09553890,21.71741629,125.83830457,41.09453890,-155.42091883,0.32149463,0.14273705,1.34012382,-1.23731525,-0.51488865,-0.02357723,0.00296967,0.47981734,10.09351698,0.54437658,-0.53923857,-1.90963986,4
117.37863657,31.96336116,41.09740484,21.62655261,125.79662151,41.09640484,-155.29280924,0.36190741,0.09873408,1.35949227,-1.25416192,-0.52524931,-0.02300516,0.07205126,0.45961802,9.88106738,0.21765545,-0.31606130,-2.16539621,4
117.37863611,31.96336034,41.09946332,21.53578229,125.75473465,41.09846332,-155.16395721,0.38858563,0.07292498,1.38409578,-1.27581183,-0.53787358,-0.02291826,0.12616546,0.45630588,9.58695855,-0.04956571,-0.10241541,-2.37163208,4
117.37863569,31.96335952,41.10319684,21.44510652,125.71264310,41.10219684,-155.03436134,0.42840287,0.04580271,1.39616354,-1.28530195,-0.54634784,-0.02229140,0.09163996,0.43109784,9.63897699,0.39320553,-0.28624914,-2.38015649,4
117.37863526,31.96335870,41.10629515,21.35452649,125.67034598,41.10529515,-154.90402023,0.48662090,0.01503110,1.41187293,-1.29823134,-0.55591558,-0.02167585,0.07871239,0.44408965,9.74001119,0.68377115,-0.28535885,-2.44514191,4
117.37863480,31.96335789,41.10862369,21.26404337,125.62784241,41.10762369,-154.77293249,0.56317313,-0.01469358,1.43082394,-1.31421948,-0.56645716,-0.02121874,0.09052672,0.50364288,9.86515044,0.77035291,-0.07084054,-2.56380313,4
117.37863435,31.96335707,41.11012798,21.17365835,125.58513151,41.10912798,-154.64109677,0.63481201,0.00355303,1.44256246,-1.32331381,-0.57478261,-0.02212560,0.11075880,0.62629741,9.78718780,0.53109950,0.29048962,-2.60095931,4
117.37863391,31.96335625,41.11156774,21.08337261,125.54221238,41.11056774,-154.50851170,0.70193224,0.03900308,1.45471727,-1.33277884,-0.58340093,-0.02337154,0.12816069,0.71950953,9.68482954,0.43463698,0.55223352,-2.60393946,4
117.37863344,31.96335545,41.11337847,20.99318733,125.49908415,41.11237847,-154.37517596,0.76377341,0.08667114,1.47219591,-1.34726863,-0.59401308,-0.02458561,0.13194050,0.71143104,9.66281601,0.88101217,0.48176788,-2.57575425,4
117.37863299,31.96335464,41.11523237,20.90310370,125.45574594,41.11423237,-154.24108823,0.85332552,0.13600548,1.48466844,-1.35702821,-0.60248612,-0.02582531,0.12241594,0.84490845,9.73221678,1.03468284,0.54102562,-2.55937036,4
117.37863255,31.96335382,41.11704896,20.81312289,125.41219685,41.11604896,-154.10624721,0.95685926,0.19031918,1.49394004,-1.36373125,-0.60965022,-0.02719748,0.10330104,1.05502580,9.86365078,0.91090358,0.70791774,-2.55481617,4
