longtitude,latitude,altitude,north,east,up,yaw,pitch,roll,vel_speed,vel_north,vel_east,vel_up,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,rtk_status
117.37879515,31.96312654,41.56300000,-4.46140451,140.80089761,41.56100000,-64.81266935,-0.09600000,0.52800000,0.11000000,0.03700000,-0.10400000,-0.00000000,0.01900000,-0.44300000,9.72000000,-0.09000000,-0.01900000,-4.37500000,4
117.37879434,31.96312700,41.56591003,-4.41720259,140.70690981,41.56391003,-64.40011960,-0.07271977,0.56510286,0.18202320,0.06464527,-0.17020314,-0.00072750,-0.02683295,-0.27276334,9.77092550,0.00312091,-0.12739856,-5.41169761,4
117.37879349,31.96312742,41.56806457,-4.37185074,140.61398346,41.56606457,-63.57648590,-0.05847977,0.60066321,0.24463651,0.09110597,-0.22670961,-0.00096651,-0.04069171,-0.16649849,9.83739434,0.06787127,-0.12525689,-6.29880367,4
117.37879261,31.96312781,41.57024476,-4.32536808,140.52210086,41.56824476,-62.75988007,-0.06163451,0.61577885,0.29673778,0.11585258,-0.27298617,-0.00145984,-0.06371706,-0.04375619,9.83366240,0.01482372,-0.04476758,-6.83949264,4
117.37879171,31.96312818,41.57194721,-4.27777375,140.43124431,41.56994721,-61.95089322,-0.05655229,0.62553784,0.34203156,0.13936377,-0.31218795,-0.00188645,-0.06647244,0.05225621,9.84647975,0.05969079,0.05441667,-7.03352562,4
117.37879078,31.96312853,41.57317272,-4.22908689,140.34139609,41.57117272,-61.15009896,-0.03298917,0.64225407,0.38173699,0.16170772,-0.34541969,-0.00199116,-0.04875895,0.10107024,9.90839405,0.23176052,0.15245352,-7.04268612,4
117.37878986,31.96312888,41.57506266,-4.17932663,140.25253850,41.57306266,-60.35805196,-0.00461246,0.66587820,0.41383422,0.18221903,-0.37143781,-0.00200000,-0.07353415,0.15704192,9.93548827,0.26349692,0.25893396,-7.17251604,4
117.37878894,31.96312925,41.57811211,-4.12851209,140.16465384,41.57611211,-59.57528667,-0.00052692,0.66640662,0.44001801,0.20101287,-0.39133488,-0.00244980,-0.07476764,0.17782616,9.84648909,0.12813356,0.03072216,-7.06942147,4
117.37878800,31.96312961,41.58084240,-4.07666242,140.07772439,41.57884240,-58.80231614,-0.00582529,0.66266166,0.46426853,0.21924127,-0.40909776,-0.00286168,-0.05906339,0.16948927,9.77981665,-0.01796322,-0.10806707,-6.82116011,4
117.37878702,31.96312994,41.58247993,-4.02379674,139.99173247,41.58047993,-58.03963109,-0.00833636,0.66879883,0.48682354,0.23675052,-0.42520370,-0.00298722,-0.05149076,0.15966052,9.78919584,-0.09040203,-0.01339413,-6.53773482,4
