longtitude,latitude,altitude,north,east,up,yaw,pitch,roll,vel_speed,vel_north,vel_east,vel_up,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,rtk_status
117.37711724,31.96287369,42.174,-32.431,-17.827,42.174,17.200,0.550,-1.054,0.002,-0.002,-0.001,-0.000,0.101,0.024,9.801,-0.300,0.089,-0.000,4
117.37711685,31.96287458,42.213,-32.332,-17.864,42.213,17.116,0.518,-0.902,0.124,0.118,0.037,0.002,0.137,1.125,9.788,-0.235,0.213,0.375,4
117.37711684,31.96287566,42.213,-32.212,-17.864,42.213,17.031,0.511,-0.823,0.256,0.244,0.076,0.003,0.071,0.700,9.842,-0.673,0.440,0.387,4
117.37711702,31.96287658,42.214,-32.111,-17.848,42.214,16.986,0.495,-0.760,0.368,0.351,0.111,0.004,0.037,0.307,9.687,-0.260,0.251,0.449,4
117.37711756,31.96287834,42.213,-31.915,-17.797,42.213,16.897,0.544,-0.730,0.515,0.491,0.154,0.006,-0.109,-0.061,9.959,-0.686,-0.334,0.264,4
117.37711842,31.96288047,42.210,-31.679,-17.716,42.210,16.825,0.533,-0.770,0.667,0.637,0.199,0.008,0.139,-0.005,9.817,0.052,0.049,0.387,4
117.37711940,31.96288265,42.208,-31.438,-17.622,42.208,16.765,0.538,-0.691,0.785,0.750,0.233,0.009,-0.036,-0.052,9.805,-0.449,0.264,0.262,4
117.37711985,31.96288359,42.208,-31.333,-17.580,42.208,16.744,0.492,-0.692,0.803,0.767,0.238,0.009,-0.044,-0.012,9.731,-0.861,-0.171,0.201,4
117.37712028,31.96288447,42.207,-31.235,-17.539,42.207,16.732,0.485,-0.715,0.849,0.811,0.252,0.010,-0.012,0.021,9.667,-0.062,-0.362,0.026,4
117.37712095,31.96288582,42.204,-31.086,-17.476,42.204,16.744,0.501,-0.740,0.873,0.834,0.259,0.011,0.104,0.107,9.954,-0.588,0.016,-0.125,4
117.37712137,31.96288671,42.202,-30.987,-17.436,42.202,16.754,0.445,-0.745,0.926,0.884,0.275,0.011,0.089,-0.040,9.765,-1.038,-0.320,-0.086,4
117.37712197,31.96288801,42.199,-30.843,-17.380,42.199,16.754,0.383,-0.796,0.949,0.906,0.282,0.012,0.070,-0.151,9.796,-0.075,-0.200,0.013,4
117.37712237,31.96288892,42.198,-30.743,-17.342,42.198,16.751,0.434,-0.791,0.994,0.949,0.295,0.013,0.209,0.070,9.695,0.337,0.261,0.012,4
117.37712301,31.96289035,42.197,-30.584,-17.282,42.197,16.745,0.465,-0.717,1.025,0.979,0.304,0.012,0.121,0.035,9.870,0.150,0.662,0.123,4
117.37712340,31.96289126,42.196,-30.483,-17.244,42.196,16.732,0.516,-0.661,1.051,1.004,0.312,0.012,-0.032,0.113,10.296,0.376,0.385,0.161,4
117.37712395,31.96289256,42.194,-30.338,-17.193,42.194,16.732,0.444,-0.660,1.050,1.003,0.311,0.011,-0.123,-0.056,9.568,-1.388,-0.231,-0.136,4
117.37712430,31.96289346,42.192,-30.238,-17.159,42.192,16.744,0.412,-0.702,1.068,1.020,0.317,0.012,-0.001,-0.009,9.374,0.325,-0.539,-0.136,4
117.37712468,31.96289445,42.189,-30.129,-17.124,42.189,16.756,0.495,-0.753,1.084,1.035,0.322,0.014,0.118,0.107,10.017,0.412,-0.339,-0.137,4
117.37712519,31.96289580,42.185,-29.979,-17.076,42.185,16.769,0.508,-0.772,1.121,1.070,0.333,0.014,0.164,-0.030,9.984,-0.688,0.091,-0.062,4
117.37712552,31.96289670,42.183,-29.879,-17.044,42.183,16.765,0.494,-0.755,1.134,1.083,0.337,0.014,0.122,0.008,9.462,0.213,0.361,0.061,4
117.37712601,31.96289806,42.181,-29.729,-16.997,42.181,16.747,0.572,-0.710,1.153,1.101,0.342,0.013,0.026,0.125,10.005,0.313,0.123,0.087,4
117.37712637,31.96289906,42.177,-29.618,-16.964,42.177,16.746,0.582,-0.725,1.153,1.101,0.342,0.014,-0.050,0.044,10.167,-0.324,-0.423,0.039,4
117.37712686,31.96290037,42.172,-29.473,-16.917,42.172,16.737,0.544,-0.764,1.159,1.107,0.344,0.014,0.130,0.068,9.503,-0.499,-0.023,0.113,4
117.37712720,31.96290122,42.170,-29.378,-16.886,42.170,16.727,0.548,-0.770,1.171,1.118,0.347,0.015,0.124,-0.036,9.669,0.288,-0.027,0.150,4
117.37712769,31.96290255,42.169,-29.231,-16.839,42.169,16.706,0.645,-0.746,1.193,1.140,0.353,0.015,0.114,0.202,10.077,-0.037,0.525,0.174,4
117.37712805,31.96290353,42.166,-29.122,-16.805,42.166,16.690,0.601,-0.704,1.197,1.143,0.354,0.014,-0.025,0.120,9.786,-1.161,0.393,0.250,4
117.37712836,31.96290440,42.164,-29.025,-16.776,42.164,16.679,0.541,-0.700,1.195,1.142,0.353,0.013,-0.056,0.168,9.506,-0.374,-0.123,0.076,4
117.37712883,31.96290581,42.161,-28.869,-16.731,42.161,16.675,0.649,-0.760,1.194,1.141,0.352,0.015,0.041,0.444,9.959,0.563,-0.290,0.013,4
117.37712912,31.96290671,42.160,-28.770,-16.703,42.160,16.673,0.660,-0.800,1.210,1.156,0.357,0.016,0.085,0.523,10.114,-0.837,-0.471,0.027,4
117.37712957,31.96290817,42.159,-28.607,-16.661,42.159,16.668,0.621,-0.858,1.229,1.174,0.362,0.017,0.185,0.707,9.617,-0.275,0.001,0.050,4
117.37712984,31.96290912,42.161,-28.503,-16.636,42.161,16.657,0.605,-0.825,1.254,1.198,0.369,0.017,0.183,0.713,9.619,-0.587,0.515,0.111,4
117.37713020,31.96291053,42.164,-28.346,-16.602,42.164,16.635,0.614,-0.790,1.263,1.207,0.372,0.017,0.011,0.542,10.617,-0.123,-0.062,0.238,4
117.37713046,31.96291155,42.166,-28.233,-16.577,42.166,16.622,0.532,-0.800,1.286,1.229,0.379,0.017,0.009,0.444,9.977,-2.311,-0.064,0.164,4
117.37713075,31.96291268,42.169,-28.107,-16.550,42.169,16.610,0.353,-0.816,1.298,1.240,0.382,0.017,0.063,0.176,9.110,-1.149,-0.182,0.189,4
117.37713120,31.96291430,42.176,-27.928,-16.507,42.176,16.583,0.396,-0.828,1.354,1.294,0.398,0.019,0.143,0.151,10.221,-0.224,0.051,0.212,4
117.37713153,31.96291541,42.177,-27.805,-16.476,42.177,16.561,0.355,-0.814,1.379,1.318,0.405,0.019,0.152,-0.012,10.062,-1.286,0.468,0.362,4
117.37713207,31.96291712,42.179,-27.615,-16.425,42.179,16.518,0.308,-0.738,1.424,1.362,0.417,0.017,0.046,-0.111,9.560,-0.073,0.312,0.337,4
117.37713249,31.96291840,42.184,-27.473,-16.385,42.184,16.500,0.299,-0.747,1.438,1.375,0.420,0.018,-0.022,-0.092,9.787,-0.637,-0.197,0.038,4
117.37713309,31.96292014,42.186,-27.280,-16.329,42.186,16.511,0.230,-0.740,1.469,1.405,0.430,0.018,0.054,-0.286,9.984,-1.001,0.305,-0.188,4
117.37713348,31.96292128,42.184,-27.154,-16.292,42.184,16.513,0.215,-0.747,1.480,1.415,0.433,0.018,0.075,-0.510,9.842,0.252,-0.464,0.176,4
117.37713413,31.96292303,42.183,-26.960,-16.230,42.183,16.494,0.325,-0.802,1.508,1.442,0.441,0.020,0.041,-0.375,9.727,0.875,-0.304,-0.012,4
117.37713464,31.96292430,42.181,-26.819,-16.182,42.181,16.503,0.404,-0.842,1.513,1.447,0.443,0.021,0.089,-0.084,10.049,-0.375,-0.386,-0.136,4
117.37713508,31.96292543,42.179,-26.694,-16.140,42.179,16.514,0.285,-0.894,1.519,1.452,0.445,0.022,0.016,-0.374,9.877,-2.300,-0.814,-0.084,4
117.37713579,31.96292722,42.177,-26.495,-16.073,42.177,16.501,0.220,-1.022,1.530,1.463,0.448,0.026,0.275,-0.159,9.716,0.413,-0.240,0.100,4
117.37713622,31.96292831,42.178,-26.374,-16.033,42.178,16.493,0.262,-1.003,1.541,1.474,0.451,0.026,0.267,-0.231,9.770,-0.026,0.638,-0.002,4
117.37713670,31.96292954,42.178,-26.239,-15.987,42.178,16.489,0.332,-0.958,1.550,1.482,0.453,0.025,0.058,-0.215,9.878,1.038,0.120,0.074,4
117.37713730,31.96293113,42.180,-26.061,-15.930,42.180,16.500,0.333,-1.007,1.529,1.462,0.447,0.026,-0.070,-0.109,9.925,-1.015,-0.582,-0.410,4
117.37713768,31.96293218,42.182,-25.945,-15.894,42.182,16.550,0.305,-1.098,1.517,1.450,0.445,0.027,0.049,-0.124,9.359,0.247,-1.225,-0.722,4
117.37713830,31.96293379,42.189,-25.767,-15.836,42.189,16.641,0.432,-1.301,1.496,1.429,0.441,0.033,0.246,-0.154,10.221,0.985,-1.391,-0.672,4
117.37713874,31.96293490,42.190,-25.644,-15.795,42.190,16.696,0.492,-1.413,1.502,1.435,0.445,0.036,0.340,-0.129,10.089,-0.353,-0.860,-0.535,4
117.37713925,31.96293637,42.193,-25.481,-15.746,42.193,16.743,0.449,-1.404,1.513,1.445,0.449,0.035,0.514,-0.234,9.382,0.222,1.312,-0.254,4
117.37713959,31.96293737,42.196,-25.370,-15.714,42.196,16.761,0.544,-1.259,1.527,1.458,0.454,0.032,0.309,-0.041,9.775,1.460,1.743,-0.205,4
117.37714006,31.96293885,42.199,-25.206,-15.670,42.199,16.777,0.681,-1.107,1.504,1.436,0.447,0.028,-0.108,0.317,10.199,0.098,0.662,-0.164,4
117.37714040,31.96293994,42.199,-25.084,-15.637,42.199,16.798,0.674,-1.091,1.480,1.413,0.441,0.027,-0.015,-0.013,9.964,-0.377,0.140,-0.338,4
117.37714071,31.96294086,42.199,-24.983,-15.608,42.199,16.838,0.626,-1.106,1.453,1.387,0.433,0.027,0.090,0.207,10.013,-1.029,-0.119,-0.587,4
117.37714126,31.96294236,42.201,-24.816,-15.556,42.201,16.932,0.559,-1.176,1.452,1.385,0.435,0.028,0.251,0.041,8.901,0.371,-0.439,-0.662,4
117.37714157,31.96294330,42.203,-24.712,-15.527,42.203,16.975,0.689,-1.210,1.447,1.380,0.435,0.029,0.132,0.441,9.790,1.921,-0.421,-0.625,4
117.37714191,31.96294437,42.202,-24.593,-15.494,42.202,17.023,0.835,-1.296,1.444,1.377,0.435,0.032,0.150,0.399,10.414,0.398,-1.226,-0.509,4
117.37714235,31.96294582,42.200,-24.433,-15.454,42.200,17.082,0.838,-1.398,1.448,1.380,0.438,0.034,0.353,0.321,9.980,-0.466,0.015,-0.525,4
117.37714262,31.96294681,42.203,-24.323,-15.428,42.203,17.123,0.812,-1.345,1.464,1.395,0.443,0.032,0.386,0.273,8.986,0.009,0.876,-0.465,4
117.37714304,31.96294833,42.207,-24.154,-15.388,42.207,17.163,0.915,-1.259,1.472,1.402,0.447,0.032,-0.010,0.409,10.558,0.774,-0.016,-0.225,4
117.37714335,31.96294947,42.205,-24.028,-15.359,42.205,17.186,0.933,-1.312,1.453,1.384,0.442,0.032,-0.040,0.084,10.133,-1.101,-0.769,-0.310,4
117.37714381,31.96295101,42.206,-23.857,-15.315,42.206,17.226,0.809,-1.419,1.458,1.389,0.444,0.034,0.300,0.174,9.034,-0.339,-0.573,-0.373,4
117.37714414,31.96295205,42.210,-23.742,-15.284,42.210,17.250,0.849,-1.484,1.474,1.404,0.450,0.037,0.330,0.044,9.952,1.125,-0.805,-0.198,4
117.37714468,31.96295369,42.212,-23.560,-15.233,42.212,17.238,0.995,-1.499,1.518,1.446,0.463,0.039,0.350,0.372,10.098,-0.175,0.776,0.136,4
117.37714509,31.96295493,42.212,-23.422,-15.194,42.212,17.228,0.951,-1.420,1.532,1.459,0.467,0.036,0.205,0.052,9.739,-0.638,0.528,0.074,4
117.37714546,31.96295604,42.212,-23.299,-15.159,42.212,17.221,0.919,-1.398,1.536,1.463,0.468,0.036,0.104,0.086,9.453,-0.287,0.089,0.125,4
117.37714605,31.96295782,42.212,-23.102,-15.103,42.212,17.205,0.981,-1.403,1.533,1.460,0.467,0.037,0.149,0.189,10.262,0.313,-0.027,0.100,4
117.37714646,31.96295896,42.212,-22.975,-15.065,42.212,17.197,0.981,-1.420,1.553,1.479,0.473,0.037,0.160,0.053,9.928,-0.962,-0.233,0.101,4
117.37714711,31.96296079,42.214,-22.772,-15.003,42.214,17.185,0.967,-1.457,1.563,1.489,0.475,0.038,0.214,-0.030,9.368,0.426,-0.015,0.100,4
117.37714753,31.96296196,42.216,-22.643,-14.963,42.216,17.176,1.018,-1.454,1.586,1.511,0.482,0.039,0.198,0.195,9.987,0.300,-0.039,0.050,4
117.37714801,31.96296326,42.217,-22.498,-14.918,42.217,17.170,1.032,-1.489,1.594,1.518,0.485,0.040,0.186,-0.032,10.070,-0.561,-0.522,0.152,4
117.37714864,31.96296501,42.218,-22.305,-14.858,42.218,17.138,1.027,-1.516,1.612,1.536,0.489,0.041,0.301,0.143,9.525,0.089,0.412,0.299,4
117.37714907,31.96296617,42.220,-22.176,-14.818,42.220,17.108,1.051,-1.467,1.627,1.550,0.493,0.040,0.274,0.093,9.820,-0.098,0.650,0.436,4
117.37714972,31.96296794,42.222,-21.980,-14.756,42.222,17.044,0.992,-1.432,1.636,1.560,0.494,0.039,0.074,-0.277,9.816,-0.633,-0.110,0.663,4
117.37715020,31.96296925,42.223,-21.834,-14.711,42.223,16.985,0.960,-1.452,1.634,1.559,0.491,0.039,0.135,0.337,9.424,-0.434,-0.011,0.588,4
117.37715088,31.96297101,42.225,-21.640,-14.646,42.225,16.929,1.006,-1.476,1.645,1.569,0.493,0.041,0.243,-0.152,9.933,0.278,-0.164,0.400,4
117.37715134,31.96297217,42.224,-21.511,-14.603,42.224,16.897,1.013,-1.467,1.655,1.579,0.496,0.041,0.327,0.051,10.150,-0.222,0.538,0.511,4
117.37715203,31.96297393,42.222,-21.315,-14.538,42.222,16.826,0.998,-1.412,1.669,1.593,0.498,0.039,0.171,0.039,9.631,-0.534,0.377,0.649,4
117.37715249,31.96297510,42.223,-21.186,-14.494,42.223,16.767,0.984,-1.387,1.669,1.594,0.496,0.039,0.143,-0.020,9.695,-0.146,0.425,0.761,4
117.37715315,31.96297685,42.224,-20.992,-14.432,42.224,16.678,1.052,-1.342,1.669,1.594,0.494,0.038,0.124,0.036,10.070,-0.034,0.349,0.562,4
117.37715358,31.96297801,42.224,-20.863,-14.392,42.224,16.640,1.024,-1.337,1.667,1.593,0.492,0.037,0.112,0.111,9.920,-0.660,-0.022,0.425,4
117.37715423,31.96297974,42.223,-20.671,-14.330,42.223,16.579,0.987,-1.347,1.663,1.589,0.489,0.037,0.159,0.006,9.707,0.229,0.011,0.562,4
117.37715472,31.96298103,42.223,-20.528,-14.284,42.223,16.532,1.049,-1.366,1.664,1.591,0.488,0.038,0.144,0.113,9.864,0.228,-0.314,0.476,4
117.37715515,31.96298218,42.223,-20.400,-14.243,42.223,16.499,1.041,-1.403,1.665,1.592,0.488,0.039,0.222,0.027,9.926,-0.548,-0.248,0.338,4
117.37715585,31.96298406,42.226,-20.192,-14.176,42.226,16.475,1.044,-1.371,1.679,1.606,0.491,0.038,0.284,-0.074,9.301,0.650,0.747,0.035,4
117.37715625,31.96298522,42.228,-20.064,-14.139,42.228,16.488,1.092,-1.315,1.683,1.610,0.492,0.037,0.185,0.292,10.200,-0.027,0.500,-0.226,4
117.37715669,31.96298653,42.229,-19.919,-14.097,42.229,16.519,1.064,-1.291,1.678,1.604,0.492,0.036,0.055,-0.158,10.015,-0.890,0.130,-0.425,4
117.37715733,31.96298837,42.230,-19.714,-14.037,42.230,16.598,0.965,-1.304,1.666,1.592,0.490,0.036,0.193,0.137,9.517,-0.479,0.028,-0.700,4
117.37715775,31.96298950,42.232,-19.589,-13.997,42.232,16.668,0.987,-1.320,1.668,1.594,0.493,0.037,0.263,-0.062,9.616,0.294,-0.138,-0.975,4
117.37715837,31.96299120,42.233,-19.401,-13.939,42.233,16.799,1.046,-1.319,1.677,1.601,0.499,0.037,0.293,0.081,10.215,0.155,0.438,-1.114,4
117.37715879,31.96299233,42.232,-19.275,-13.899,42.232,16.898,1.045,-1.304,1.680,1.603,0.503,0.037,0.178,0.087,9.850,-0.583,-0.083,-1.337,4
117.37715939,31.96299400,42.233,-19.090,-13.843,42.233,17.057,0.984,-1.325,1.670,1.592,0.504,0.037,0.218,0.074,9.404,-0.296,0.128,-1.325,4
117.37715983,31.96299525,42.234,-18.951,-13.801,42.234,17.177,1.019,-1.305,1.674,1.595,0.509,0.037,0.276,0.050,10.004,0.341,0.225,-1.326,4
117.37716040,31.96299692,42.233,-18.766,-13.747,42.233,17.333,1.059,-1.310,1.670,1.590,0.512,0.037,0.189,0.215,10.017,-0.422,0.091,-1.413,4
117.37716084,31.96299818,42.233,-18.627,-13.706,42.233,17.465,1.005,-1.293,1.671,1.589,0.516,0.036,0.166,-0.004,9.406,-0.822,0.318,-1.500,4
117.37716136,31.96299970,42.235,-18.458,-13.656,42.235,17.624,1.039,-1.297,1.666,1.583,0.519,0.036,0.214,0.140,9.746,0.666,-0.227,-1.387,4
117.37716184,31.96300109,42.237,-18.304,-13.611,42.237,17.738,1.067,-1.330,1.668,1.584,0.523,0.037,0.260,0.257,10.262,-0.793,-0.008,-0.800,4
117.37716231,31.96300247,42.238,-18.152,-13.566,42.238,17.776,1.017,-1.297,1.669,1.585,0.524,0.036,0.334,-0.105,9.399,-0.501,0.952,0.060,4
117.37716274,31.96300373,42.242,-18.012,-13.525,42.242,17.748,1.006,-1.215,1.678,1.593,0.526,0.034,0.159,0.334,9.934,0.039,0.749,0.348,4
117.37716323,31.96300511,42.245,-17.858,-13.479,42.245,17.704,1.007,-1.163,1.663,1.580,0.520,0.032,-0.013,-0.137,9.947,-0.736,0.428,0.274,4
117.37716377,31.96300663,42.248,-17.690,-13.428,42.248,17.673,0.944,-1.145,1.650,1.568,0.515,0.031,0.095,0.194,9.590,-0.299,0.276,0.262,4
117.37716424,31.96300786,42.250,-17.553,-13.384,42.250,17.649,0.949,-1.140,1.650,1.568,0.514,0.031,0.187,0.117,9.585,-0.135,0.063,0.325,4
117.37716482,31.96300939,42.252,-17.384,-13.329,42.252,17.620,0.974,-1.119,1.660,1.577,0.517,0.031,0.172,0.086,10.030,-0.049,0.650,0.298,4
117.37716529,31.96301065,42.252,-17.244,-13.285,42.252,17.585,0.942,-1.077,1.660,1.578,0.516,0.030,0.100,0.129,9.979,-0.822,0.204,0.425,4
117.37716585,31.96301220,42.254,-17.073,-13.231,42.254,17.532,0.876,-1.079,1.659,1.577,0.514,0.029,0.134,0.046,9.450,-0.447,0.214,0.475,4
117.37716630,31.96301346,42.255,-16.933,-13.189,42.255,17.494,0.847,-1.038,1.660,1.579,0.513,0.029,0.163,0.287,10.012,-0.724,0.803,0.348,4
117.37716686,31.96301501,42.256,-16.760,-13.136,42.256,17.458,0.831,-0.969,1.665,1.584,0.514,0.027,0.076,0.042,10.040,-0.123,0.450,0.461,4
117.37716737,31.96301644,42.257,-16.602,-13.088,42.257,17.417,0.799,-0.933,1.664,1.583,0.512,0.025,-0.014,0.171,9.419,-0.923,0.367,0.349,4
117.37716794,31.96301800,42.260,-16.429,-13.034,42.260,17.393,0.756,-0.949,1.655,1.575,0.509,0.026,-0.005,0.064,9.760,-0.324,-0.499,0.102,4
117.37716841,31.96301927,42.262,-16.288,-12.990,42.262,17.381,0.760,-1.029,1.655,1.575,0.509,0.028,0.162,0.012,10.094,0.027,-0.750,0.227,4
117.37716898,31.96302084,42.263,-16.114,-12.935,42.263,17.354,0.745,-1.054,1.673,1.592,0.513,0.029,0.298,0.001,9.440,-0.911,0.479,0.274,4
117.37716945,31.96302215,42.264,-15.969,-12.891,42.264,17.321,0.711,-1.004,1.689,1.608,0.517,0.028,0.145,0.259,10.028,-0.235,0.488,0.424,4
117.37717003,31.96302376,42.266,-15.790,-12.837,42.266,17.270,0.690,-0.956,1.692,1.611,0.516,0.027,0.049,0.082,9.872,-0.922,0.379,0.462,4
117.37717049,31.96302507,42.263,-15.645,-12.793,42.263,17.236,0.654,-0.931,1.687,1.607,0.514,0.026,0.026,0.031,9.673,-0.298,0.314,0.299,4
117.37717107,31.96302666,42.259,-15.469,-12.739,42.259,17.202,0.668,-0.938,1.686,1.606,0.513,0.026,0.117,-0.075,9.839,0.227,-0.077,0.350,4
117.37717157,31.96302798,42.256,-15.323,-12.691,42.256,17.164,0.708,-0.929,1.697,1.617,0.515,0.026,0.162,0.059,9.938,-0.135,0.425,0.399,4
117.37717220,31.96302959,42.252,-15.144,-12.631,42.252,17.131,0.658,-0.912,1.703,1.623,0.516,0.025,0.090,-0.138,9.732,-0.660,-0.047,0.313,4
117.37717271,31.96303090,42.250,-14.998,-12.583,42.250,17.103,0.672,-0.912,1.705,1.625,0.516,0.025,0.157,-0.034,9.649,0.739,0.209,0.299,4
117.37717333,31.96303251,42.249,-14.820,-12.524,42.249,17.100,0.673,-0.874,1.711,1.631,0.518,0.025,0.092,0.023,10.213,-0.726,0.216,-0.200,4
117.37717383,31.96303384,42.247,-14.672,-12.478,42.247,17.137,0.610,-0.855,1.715,1.634,0.520,0.024,0.038,-0.165,9.570,-0.679,0.316,-0.563,4
117.37717442,31.96303547,42.247,-14.491,-12.422,42.247,17.210,0.640,-0.836,1.716,1.635,0.522,0.023,0.045,0.177,9.770,0.721,0.010,-0.638,4
117.37717491,31.96303681,42.247,-14.343,-12.375,42.247,17.264,0.676,-0.883,1.718,1.636,0.524,0.025,0.057,-0.189,10.143,-0.628,-0.821,-0.660,4
117.37717552,31.96303845,42.245,-14.162,-12.317,42.245,17.337,0.629,-0.944,1.728,1.645,0.530,0.026,0.270,-0.232,9.531,-0.192,0.302,-0.676,4
