longtitude,latitude,altitude,north,east,up,yaw,pitch,roll,vel_speed,vel_north,vel_east,vel_up,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,rtk_status,,east,north
117.3776095,31.96353094,41.6671386,40.44001231,28.70343785,41.6671386,-73.53125861,-0.78153613,-0.55817705,1.32704248,0.37390667,-1.27304248,-0.00204527,0.00142075,0.03486269,9.85671616,-0.30343499,-0.18478895,-0.10571532,4,,28.70343785,40.44001231
117.3776085,31.96353119,41.66706766,40.46834727,28.60768239,41.66706766,-73.50124415,-0.78283025,-0.57442625,1.32963752,0.37470304,-1.27563752,-0.00264483,0.04736017,0.0151321,9.83428105,-0.03950516,-0.21153353,-0.25991246,4,,28.60768239,40.46834727
117.3776075,31.96353144,41.66800932,40.49673159,28.51194152,41.66800932,-73.47185857,-0.77639965,-0.57994016,1.32984756,0.37544651,-1.27584756,-0.00249087,0.08084208,0.03353816,9.85221535,-0.05580275,0.00727758,-0.33054688,4,,28.51194152,40.49673159
117.3776064,31.96353169,41.66927252,40.52516477,28.41621511,41.66927252,-73.44277402,-0.77446193,-0.57400407,1.32717661,0.37535664,-1.27317661,-0.00202217,0.11758017,0.01596608,9.84718826,-0.20569463,0.17058457,-0.2675156,4,,28.41621511,40.52516477
117.3776054,31.96353194,41.67008191,40.5536463,28.320503,41.67008191,-73.41402961,-0.78341691,-0.56427447,1.32341345,0.37417552,-1.26941345,-0.002,0.17776669,-0.09288528,9.76378713,-0.05417183,0.028414,-0.13821028,4,,28.320503,40.5536463
117.3776044,31.96353219,41.67083954,40.58217557,28.22480501,41.67083954,-73.38566496,-0.75817876,-0.55759819,1.32519578,0.37499852,-1.27115603,-0.002,0.03292837,-0.04990747,9.85498366,0.3270274,-0.02761827,-0.10190511,4,,28.22480501,40.58217557
117.3776034,31.96353245,41.67094156,40.61075191,28.12912096,41.67094156,-73.35770638,-0.74737039,-0.5726862,1.333507,0.37762739,-1.27886181,-0.00205255,0.01545887,0.05135686,9.86674583,-0.07379615,-0.31847396,-0.19003534,4,,28.12912096,40.61075191
117.3776024,31.96353271,41.67009425,40.63937462,28.03345065,41.67009425,-73.33017369,-0.76427744,-0.60530962,1.33991865,0.37981764,-1.28493408,-0.00290575,0.04103245,0.02309057,9.88046761,-0.39187026,-0.34880716,-0.3390471,4,,28.03345065,40.63937462
117.3776014,31.96353296,41.66905018,40.66804298,27.93779386,41.66905018,-73.30308284,-0.79605099,-0.63322809,1.34001976,0.38043051,-1.28501976,-0.0039495,0.10430395,-0.06248241,9.80540943,-0.39023026,-0.0980101,-0.41974212,4,,27.93779386,40.66804298
117.3776004,31.96353322,41.66895595,40.69675623,27.84215039,41.66895595,-73.27644839,-0.81648759,-0.62743549,1.33190213,0.37893816,-1.27690213,-0.00395595,0.21687491,-0.02524057,9.52239243,-0.15460415,0.19506516,-0.28572847,4,,27.84215039,40.69675623
117.3775994,31.96353346,41.66826102,40.7255136,27.74652,41.66826102,-73.25028214,-0.80874333,-0.61258149,1.32423217,0.37689413,-1.26923217,-0.00326102,0.08538934,-0.02582795,9.74419172,-0.00835135,0.15117623,-0.1461179,4,,27.74652,40.7255136
117.3775983,31.96353373,41.66749588,40.75431429,27.65090248,41.66749588,-73.22458809,-0.7933874,-0.5864339,1.32226632,0.37658598,-1.26726632,-0.00251182,0.03802751,-0.03765052,9.88399099,0.04864415,0.27940925,-0.0991757,4,,27.65090248,40.75431429
117.3775973,31.96353399,41.66670946,40.78315752,27.55529759,41.66670946,-73.19936593,-0.7856995,-0.56044944,1.32552504,0.37793699,-1.27052044,-0.00202349,0.03529328,-0.0346675,9.918131,-0.12702558,0.27399151,-0.14346218,4,,27.55529759,40.78315752
117.3775963,31.96353426,41.66603343,40.81204249,27.45970511,41.66603343,-73.17461225,-0.79717627,-0.55004616,1.33232146,0.3803886,-1.27719924,-0.002,0.01525898,-0.01626052,9.86141512,-0.45649368,-0.10262362,-0.23404265,4,,27.45970511,40.81204249
117.3775953,31.96353451,41.666,40.84096842,27.36412482,41.666,-73.15032062,-0.80681231,-0.56516509,1.34214516,0.38346,-1.28628016,-0.00203327,0.03285788,-0.09754178,9.68600004,0.08059569,-0.20501565,-0.25443389,4,,27.36412482,40.84096842
117.3775943,31.96353476,41.66597943,40.86993455,27.26855649,41.66597943,-73.12648409,-0.79415726,-0.59581047,1.3500366,0.38644731,-1.29342477,-0.00263904,0.05677715,0.00338787,9.84644388,0.06055475,-0.37713342,-0.37198045,4,,27.26855649,40.86993455
117.3775933,31.96353499,41.66560171,40.89894012,27.17299992,41.66560171,-73.10309606,-0.77974585,-0.62179382,1.35253379,0.3879116,-1.2955517,-0.00338877,0.09042722,0.02140974,9.8497183,0.06127007,-0.25523216,-0.42331148,4,,27.17299992,40.89894012
117.3775923,31.96353523,41.66522443,40.92798438,27.07745489,41.66522443,-73.08015764,-0.77121818,-0.63297818,1.34952915,0.38761016,-1.29252915,-0.00397049,0.12761049,-0.03418827,9.68799261,0.08352648,0.07750582,-0.35037651,4,,27.07745489,40.92798438
117.3775912,31.96353547,41.66598243,40.95706657,26.98192119,41.66598243,-73.05766555,-0.76955188,-0.62169565,1.34389278,0.38621424,-1.28689278,-0.00396417,0.14400618,0.06213498,9.74456038,-0.31468387,0.11343737,-0.16223233,4,,26.98192119,40.95706657
117.3775902,31.96353572,41.66743461,40.98618595,26.8863986,41.66743461,-73.03560888,-0.75884145,-0.62306543,1.3466859,0.38679551,-1.28966204,-0.00330523,0.06314416,-0.04128581,9.86417112,0.20229563,-0.05403528,-0.1610711,4,,26.8863986,40.98618595
117.3775892,31.96353597,41.66895322,41.0153418,26.79088693,41.66895322,-73.01398251,-0.74057037,-0.61564559,1.35185553,0.38893702,-1.29437074,-0.00301421,0.04834146,-0.03839856,9.92838843,0.16203335,0.10639837,-0.2758483,4,,26.79088693,41.0153418
117.3775882,31.96353624,41.67021996,41.04453341,26.69538596,41.67021996,-72.99277461,-0.73349029,-0.60487271,1.35687836,0.39116781,-1.29890443,-0.00300029,0.07544714,0.01463927,9.86292639,-0.18305929,0.19847646,-0.35697945,4,,26.69538596,41.04453341
117.3775872,31.9635365,41.67104481,41.07376008,26.59989551,41.67104481,-72.9719651,-0.753817,-0.6011447,1.35997138,0.39204481,-1.30197138,-0.00304158,0.09073761,0.01324348,9.63585813,-0.28714623,-0.22585389,-0.26059333,4,,26.59989551,41.07376008
117.3775862,31.96353677,41.67249634,41.10302116,26.50441539,41.67249634,-72.95153332,-0.73853921,-0.61576155,1.36218432,0.39347226,-1.30418432,-0.00371206,0.08423961,0.07215986,9.72168575,0.22885343,-0.07651612,-0.14515406,4,,26.50441539,41.10302116
117.3775852,31.96353704,41.6734631,41.13231604,26.40894544,41.6734631,-72.93145171,-0.72177928,-0.61260414,1.36251323,0.39400054,-1.30450073,-0.00347517,0.08771052,0.01862227,9.7760784,0.11492273,0.05062507,-0.15339208,4,,26.40894544,41.13231604
117.3775842,31.96353731,41.67339047,41.16164416,26.3134855,41.67339047,-72.91168688,-0.70623655,-0.60685122,1.36350438,0.39458908,-1.30521305,-0.00302687,0.08060136,-0.02604747,9.81358757,0.01518958,0.03692026,-0.20104777,4,,26.3134855,41.16164416
117.3775832,31.96353757,41.67201002,41.191005,26.21803544,41.67201002,-72.89220126,-0.69055186,-0.61443139,1.36774312,0.39619037,-1.30878152,-0.00306679,0.04630507,0.04007233,9.85956066,0.44378736,-0.18461763,-0.21481215,4,,26.21803544,41.191005
117.3775821,31.96353785,41.67120353,41.22039814,26.12259514,41.67120353,-72.87295252,-0.6575226,-0.6443596,1.37771829,0.39907212,-1.31869554,-0.00379647,0.02155785,0.08107581,9.86357019,0.29862387,-0.5077364,-0.25164153,4,,26.12259514,41.22039814
117.3775811,31.96353811,41.66997653,41.24982321,26.02716451,41.66997653,-72.85389819,-0.64254355,-0.68802993,1.38536763,0.40147835,-1.32585552,-0.00501249,0.07958953,0.04300014,9.86447017,0.04013771,-0.53655656,-0.32322084,4,,26.02716451,41.24982321
117.3775801,31.96353836,41.66878025,41.27927992,25.93174349,41.66878025,-72.83499458,-0.64038305,-0.72455226,1.38786274,0.40265003,-1.32788879,-0.00594791,0.15369049,0.02908046,9.84109744,-0.15677722,-0.32491516,-0.35257055,4,,25.93174349,41.27927992
117.3775791,31.96353864,41.66817247,41.30876803,25.83633203,41.66817247,-72.81619425,-0.64480361,-0.73747178,1.38322918,0.40205021,-1.32322918,-0.00603057,0.18471457,0.11462828,9.77814521,-0.15528687,0.04914845,-0.27366496,4,,25.83633203,41.30876803
117.3775781,31.96353891,41.67084776,41.33828743,25.74093013,41.67084776,-72.79744694,-0.62704309,-0.74411594,1.38027313,0.40201995,-1.32027313,-0.00668273,0.12062066,0.0248042,9.80541286,0.30115773,-0.16527347,-0.12103887,4,,25.74093013,41.33828743
117.3775771,31.96353916,41.67289025,41.36783804,25.64553778,41.67289025,-72.77869659,-0.60332324,-0.74209032,1.38098524,0.40249207,-1.32097669,-0.00651865,0.09545644,0.03179824,9.85767836,0.36531395,0.00415246,-0.16526315,4,,25.64553778,41.36783804
117.3775761,31.96353944,41.67439903,41.39741992,25.55015504,41.67439903,-72.75988043,-0.57773401,-0.73431746,1.38448545,0.40365778,-1.32425632,-0.00602962,0.07859948,0.08998789,9.87597597,0.18848263,0.21257109,-0.30732546,4,,25.55015504,41.39741992
117.3775751,31.96353971,41.6758835,41.42703322,25.45478198,41.6758835,-72.74093472,-0.55458516,-0.72622654,1.38969915,0.40585198,-1.32878411,-0.00602672,0.01911771,0.11122518,9.79381368,0.04701868,-0.10009451,-0.38418434,4,,25.45478198,41.42703322
117.3775741,31.96353998,41.67733632,41.45667821,25.35941873,41.67733632,-72.72179595,-0.54865656,-0.75267351,1.39738847,0.40867518,-1.33637675,-0.00668497,0.02779167,0.09836292,9.85082148,-0.05563871,-0.47671579,-0.2465676,4,,25.35941873,41.45667821
117.3775731,31.96354025,41.67871099,41.48635523,25.26406543,41.67871099,-72.70239528,-0.54330173,-0.79330948,1.40564924,0.41142197,-1.34427556,-0.00773038,0.05595817,-0.001472,9.8432118,0.04749351,-0.66154707,-0.26350847,4,,25.26406543,41.48635523
117.3775721,31.9635405,41.67992727,41.51606479,25.16872227,41.67992727,-72.68266292,-0.53490174,-0.84050562,1.4131265,0.41385455,-1.35116286,-0.00898453,0.09439303,-0.13505048,9.77682549,0.28236613,-0.65143347,-0.42572496,4,,25.16872227,41.51606479
117.377571,31.96354077,41.67989215,41.54580748,25.07338948,41.67989215,-72.6625328,-0.50620594,-0.86924594,1.40876337,0.41394607,-1.34676337,-0.00972241,0.14829415,0.11175988,9.80048848,0.14647028,-0.2291408,-0.56972282,4,,25.07338948,41.54580748
117.37757,31.96354104,41.6770691,41.57558399,24.97806733,41.6770691,-72.64193866,-0.50173312,-0.88136322,1.40227196,0.41255991,-1.34027196,-0.00998565,0.16704322,0.1185748,9.79777682,-0.13266476,-0.10505347,-0.42171366,4,,24.97806733,41.57558399
117.377569,31.96354131,41.67318613,41.60539515,24.88275611,41.67318613,-72.62081532,-0.50482417,-0.88363171,1.39729968,0.41133832,-1.33529968,-0.01,0.15566257,0.01398818,9.806801,-0.14389622,-0.1028317,-0.19076184,4,,24.88275611,41.60539515
117.377568,31.96354158,41.67022859,41.63524187,24.78745616,41.67022859,-72.59910569,-0.49423065,-0.882578,1.39707371,0.41195514,-1.33507371,-0.00997543,0.1243414,-0.01307659,9.8780126,0.48475245,0.01798538,-0.12572852,4,,24.78745616,41.63524187
117.377567,31.96354187,41.66861142,41.66512516,24.69216784,41.66861142,-72.57675796,-0.4721367,-0.86929653,1.39909238,0.41271114,-1.33707713,-0.00933305,0.12522717,0.16919056,9.9852594,-0.02409697,0.2290168,-0.2992007,4,,24.69216784,41.66512516
117.377566,31.96354215,41.66713991,41.69504611,24.59689154,41.66713991,-72.55371486,-0.47963375,-0.86168067,1.40129328,0.41387731,-1.33884914,-0.00946136,0.12843512,0.1344829,9.88122721,-0.23475911,0.07402448,-0.3380994,4,,24.59689154,41.69504611
117.377565,31.96354243,41.66586417,41.7250059,24.5016277,41.66586417,-72.52991921,-0.4959752,-0.86277861,1.403305,0.41513583,-1.34033835,-0.00996666,0.12317113,0.0225119,9.68810292,-0.11179559,-0.17653941,-0.28044431,4,,24.5016277,41.7250059
117.377564,31.96354272,41.6650916,41.75500583,24.40637677,41.6650916,-72.50532001,-0.48095957,-0.87472122,1.40464878,0.4158664,-1.34164878,-0.009979,0.09961015,0.1242898,9.6478863,0.16516351,-0.01293453,-0.24379026,4,,24.40637677,41.75500583
117.377563,31.96354301,41.66431793,41.78504725,24.31113922,41.66431793,-72.47986568,-0.45935927,-0.86905498,1.40112739,0.41534747,-1.33812739,-0.00936446,0.16275483,0.1298072,9.87146186,0.18879249,0.14416614,-0.2455194,4,,24.31113922,41.78504725
117.377562,31.96354329,41.6623935,41.81513161,24.21591556,41.6623935,-72.45351122,-0.42816344,-0.8575964,1.39754683,0.41463124,-1.33454683,-0.0090208,0.17056484,0.07388575,9.92750234,0.28716849,0.1710414,-0.21995868,4,,24.21591556,41.81513161
117.377561,31.96354357,41.65979701,41.84526042,24.12070633,41.65979701,-72.42622249,-0.39690497,-0.84775364,1.39655044,0.41456296,-1.33355044,-0.009,0.10336366,0.04455255,9.81608712,0.3409509,0.02706351,-0.16298843,4,,24.12070633,41.84526042
117.37756,31.96354385,41.65831667,41.87543526,24.02551206,41.65831667,-72.39797106,-0.39089429,-0.85194164,1.40201196,0.41661787,-1.33899337,-0.00901857,-0.00684793,0.21924167,9.74956608,-0.07582667,-0.31311797,-0.10394693,4,,24.02551206,41.87543526
117.377559,31.96354414,41.65926658,41.90565772,23.93033331,41.65926658,-72.36874118,-0.39173451,-0.87774375,1.40715794,0.41820369,-1.34354155,-0.00961639,0.08582466,0.17052281,9.80123227,-0.15529761,-0.23284056,-0.26523609,4,,23.93033331,41.90565772
117.377558,31.96354442,41.66072133,41.93592944,23.83517061,41.66072133,-72.33851713,-0.38746235,-0.88909026,1.40601905,0.41856648,-1.34204501,-0.00997404,0.19808949,0.0823297,9.8293199,0.0143796,0.00166559,-0.38667012,4,,23.83517061,41.93592944
117.377557,31.96354471,41.66232593,41.96625206,23.74002454,41.66232593,-72.30712622,-0.37253069,-0.8772369,1.39877564,0.4176344,-1.33491073,-0.00986491,0.25333078,0.03207573,9.78556995,0.277781,0.28364008,-0.3802071,4,,23.74002454,41.96625206
117.377556,31.96354499,41.66452224,41.9966278,23.6448958,41.66452224,-72.27442398,-0.33524392,-0.83911011,1.39007092,0.41550973,-1.326901,-0.00913793,0.14573235,0.11572138,9.62404547,0.23244131,0.49744362,-0.15463754,4,,23.6448958,41.9966278
117.377555,31.96354528,41.66615959,42.0270588,23.54978508,41.66615959,-72.2404389,-0.30525216,-0.79855988,1.38942641,0.41507871,-1.32640923,-0.00784224,0.09720827,0.19854826,9.808092,0.3779466,0.44479118,-0.01919456,4,,23.54978508,42.0270588
117.377554,31.96354556,41.6673062,42.05754718,23.45469304,41.6673062,-72.20519317,-0.27405479,-0.77751911,1.39595475,0.41711974,-1.33260063,-0.00740202,0.07340104,0.19609146,9.91435599,0.35071243,0.17450073,-0.08205612,4,,23.45469304,42.05754718
117.377553,31.96354584,41.66817945,42.08809501,23.35962033,41.66817945,-72.16870616,-0.2441527,-0.78031422,1.40749781,0.42118876,-1.34342935,-0.00795746,0.05101387,0.1198231,9.8422964,0.0859084,-0.20449187,-0.31051865,4,,23.35962033,42.08809501
117.377552,31.96354613,41.6695973,42.11870436,23.26456756,41.6695973,-72.13101827,-0.24277254,-0.79583146,1.41558931,0.42414238,-1.35080371,-0.00801306,-0.00038743,0.13757631,9.8057321,-0.10354519,-0.26254096,-0.4087369,4,,23.26456756,42.11870436
117.377551,31.96354639,41.67106546,42.14937717,23.16953532,41.67106546,-72.09218222,-0.24210499,-0.82234489,1.41563684,0.42492721,-1.35064824,-0.00853735,0.12231074,0.11707471,9.791355,0.04717172,-0.23234731,-0.37471163,4,,23.16953532,42.14937717
117.37755,31.96354665,41.67253397,42.18011535,23.07452414,41.67253397,-72.05225509,-0.2268437,-0.8419266,1.41024174,0.42380789,-1.34524174,-0.00896965,0.23602348,0.1156056,9.79526143,0.24070377,-0.12106666,-0.29850513,4,,23.07452414,42.18011535
117.377549,31.96354694,41.67373854,42.21092066,22.9795345,41.67373854,-72.01131579,-0.19353442,-0.84409026,1.40134038,0.4211346,-1.33634038,-0.00894452,0.23329373,0.16126318,9.81657145,0.2787514,0.07219322,-0.22908624,4,,22.9795345,42.21092066
117.3775479,31.96354721,41.67173972,42.24179475,22.88456681,41.67173972,-71.9694552,-0.19235113,-0.82249884,1.39730166,0.42026468,-1.33230166,-0.00825382,0.10130064,0.14969254,9.84297135,-0.20014718,0.22788774,-0.21674109,4,,22.88456681,42.24179475
117.3775469,31.96354748,41.67001001,42.27273911,22.78962143,41.67001001,-71.92678169,-0.18627315,-0.7979633,1.39759114,0.42052575,-1.33259114,-0.00800449,0.11494477,0.14930165,9.85650375,-0.00183438,0.38584833,-0.245467,4,,22.78962143,42.27273911
117.3775459,31.96354776,41.66808764,42.30375503,22.69469862,41.66808764,-71.8834164,-0.17480246,-0.76939821,1.39890289,0.4212119,-1.33390289,-0.00751144,0.16270899,0.14976786,9.85923352,0.21385978,0.45566061,-0.26857704,4,,22.69469862,42.30375503
117.3775449,31.96354803,41.66546229,42.33484361,22.59979854,41.66546229,-71.83948247,-0.15973609,-0.7349617,1.399,0.42189043,-1.333988,-0.00624314,0.15165504,0.13987313,9.85194437,-0.07699451,0.36703707,-0.25414877,4,,22.59979854,42.33484361
117.3775439,31.9635483,41.66376151,42.36600576,22.50492128,41.66376151,-71.79512303,-0.15408596,-0.71054231,1.39897883,0.42260341,-1.33337009,-0.00600361,0.09841697,0.13479975,9.78710386,-0.06816202,0.25415224,-0.25009238,4,,22.50492128,42.36600576
117.3775429,31.96354856,41.66151324,42.39724213,22.41006679,41.66151324,-71.75049104,-0.15437423,-0.68546036,1.39784708,0.42259301,-1.33225408,-0.00561484,0.10163016,0.15374604,9.76591215,-0.07181596,0.33949894,-0.22649149,4,,22.41006679,42.39724213
117.3775419,31.96354881,41.65886685,42.42855313,22.31523494,41.65886685,-71.70573717,-0.15515844,-0.65673859,1.3958241,0.42204274,-1.33078136,-0.00489067,0.13659974,0.15224183,9.77376286,-0.08844121,0.50406398,-0.18005041,4,,22.31523494,42.42855313
117.3775409,31.96354908,41.65727775,42.45993893,22.22042548,41.65727775,-71.66102885,-0.1432742,-0.62369312,1.39436955,0.4220204,-1.32935935,-0.00414398,0.06847139,-0.00364048,9.70408753,0.11583783,0.26761006,-0.12637991,4,,22.22042548,42.45993893
117.3775399,31.96354932,41.65516133,42.49139941,22.12563803,41.65516133,-71.61654894,-0.12017964,-0.60281554,1.39776349,0.42325356,-1.33214567,-0.00340152,-0.01948069,0.11509551,9.84102912,0.17341566,0.1799896,-0.21357738,4,,22.12563803,42.49139941
117.3775388,31.96354957,41.65293496,42.52293416,22.03087206,41.65293496,-71.57249026,-0.09882137,-0.60430083,1.40478507,0.42584937,-1.33843071,-0.00340672,-0.00087193,0.20364784,9.92160846,0.11765427,-0.09634884,-0.2902105,4,,22.03087206,42.52293416
117.3775378,31.96354983,41.65099561,42.55454244,21.93612693,41.65099561,-71.52906771,-0.08924039,-0.62454259,1.41256429,0.42891637,-1.3456083,-0.00409242,0.10306905,0.17788967,9.88685721,-0.07352159,-0.41413779,-0.3288452,4,,21.93612693,42.55454244
117.3775368,31.96355008,41.65016606,42.58622315,21.84140183,41.65016606,-71.48651609,-0.11411176,-0.64923521,1.41369341,0.42978709,-1.34669341,-0.00480271,0.15347607,0.02741041,9.75923754,-0.53369778,-0.0360486,-0.36526588,4,,21.84140183,42.58622315
117.3775358,31.96355033,41.64887112,42.61797479,21.74669579,41.64887112,-71.44508437,-0.12171828,-0.6259613,1.40493289,0.42772601,-1.3379371,-0.0038561,0.15872679,0.06651503,9.75959202,-0.05078808,0.44557223,-0.33963037,4,,21.74669579,42.61797479
117.3775348,31.96355058,41.64708261,42.64979546,21.65200767,41.64708261,-71.4050446,-0.11973868,-0.5723366,1.3945906,0.42514765,-1.32791558,-0.00240759,0.15214674,0.17304607,9.83526281,0.06563205,0.82953864,-0.23153584,4,,21.65200767,42.64979546
117.3775338,31.96355083,41.64496235,42.68168279,21.55733614,41.64496235,-71.36668652,-0.11770895,-0.50118781,1.38772081,0.4234302,-1.32167098,-0.00091252,0.12661163,0.24082359,9.91882633,-0.4910868,0.9507681,-0.0564179,4,,21.55733614,42.68168279
117.3775328,31.96355109,41.64343561,42.71363393,21.46267971,41.64343561,-71.33030877,-0.14794767,-0.45294395,1.39549605,0.42538412,-1.3294845,0.00055862,-0.01966384,-0.04235044,9.74679358,-0.27894994,0.24385058,0.02524812,4,,21.46267971,42.71363393
117.3775318,31.96355135,41.64248799,42.74564554,21.36803667,41.64248799,-71.29622427,-0.14622015,-0.44367756,1.4111803,0.43023172,-1.34411347,0.00097156,-0.10431947,-0.00212883,9.74107875,0.16336208,-0.09571555,-0.13815154,4,,21.36803667,42.74564554
117.3775307,31.96355161,41.64146374,42.77771374,21.27340514,41.64146374,-71.26475488,-0.13458538,-0.46056303,1.42557404,0.43515366,-1.35735671,0.00071513,-0.09472839,0.10445142,9.85277959,0.15457863,-0.29807381,-0.35164607,4,,21.27340514,42.77771374
117.3775297,31.96355188,41.63995491,42.80983414,21.17878303,41.63995491,-71.23623345,-0.127932,-0.49699255,1.43425843,0.43872345,-1.36531374,-0.00002256,0.0156268,0.12153373,10.02543283,-0.55531494,-0.51835481,-0.5058129,4,,21.17878303,42.80983414
117.3775287,31.96355213,41.63583229,42.84200178,21.08416808,41.63583229,-71.21100947,-0.16125478,-0.54791047,1.43289539,0.43899361,-1.36389539,-0.00207588,0.14499868,0.0119101,9.86604204,-0.35008694,-0.58576715,-0.39364837,4,,21.08416808,42.84200178
117.3775277,31.96355239,41.63194515,42.87421109,20.9895578,41.63194515,-71.18944323,-0.17121129,-0.5807072,1.42814974,0.43813187,-1.35914974,-0.0029386,0.1636858,0.11997563,9.83605042,-0.17597215,-0.40345043,-0.34584128,4,,20.9895578,42.87421109
117.3775267,31.96355265,41.62849989,42.90645594,20.89494952,41.62849989,-71.17190844,-0.17223555,-0.59857112,1.42339435,0.43726743,-1.35439435,-0.003,0.10453944,0.26887615,9.89366999,-0.14526778,-0.16424193,-0.33805924,4,,20.89494952,42.90645594
117.3775257,31.96355292,41.62553304,42.9387295,20.80034037,41.62553304,-71.15879045,-0.19371154,-0.60667708,1.42301209,0.43786915,-1.35400967,-0.00300242,0.0144872,0.14298592,9.92928501,-0.32688749,-0.16790288,-0.29591029,4,,20.80034037,42.9387295
117.3775247,31.9635532,41.62264624,42.97102435,20.70572727,41.62264624,-71.1504894,-0.21091404,-0.6162816,1.42597234,0.43918369,-1.35637825,-0.00359503,0.0608119,0.09208106,9.81935221,-0.37810992,-0.12086979,-0.37650216,4,,20.70572727,42.97102435
117.3775237,31.96355348,41.62010054,43.00333233,20.61110697,41.62010054,-71.14741143,-0.23669974,-0.63179509,1.4285289,0.44062021,-1.35855938,-0.00431006,0.11098567,0.12087767,9.7783389,-0.53794706,-0.2273225,-0.42767234,4,,20.61110697,43.00333233
117.3775227,31.96355377,41.617992,43.03564463,20.51647601,41.617992,-71.14996352,-0.27254279,-0.65612416,1.43050352,0.44215186,-1.3604156,-0.00503197,0.12668121,0.19452579,9.82432285,-0.74778312,-0.48226255,-0.44576187,4,,20.51647601,43.03564463
117.3775217,31.96355404,41.61650298,43.06795171,20.42183078,41.61650298,-71.15856528,-0.30842603,-0.70140306,1.43523974,0.44424558,-1.3644912,-0.00574852,0.07237349,0.15709677,9.78933729,-0.36065151,-0.58182291,-0.6101352,4,,20.42183078,43.06795171
117.3775207,31.96355432,41.61506467,43.10024332,20.32716747,41.61506467,-71.17363049,-0.31233231,-0.73284047,1.43444621,0.44543175,-1.36346416,-0.00646767,0.09428961,0.11305491,9.77315277,-0.04570416,-0.34231109,-0.72387207,4,,20.32716747,43.10024332
117.3775197,31.96355462,41.61409346,43.13250851,20.23248213,41.61409346,-71.19557198,-0.31328838,-0.74992722,1.42987477,0.44548152,-1.35887485,-0.00695327,0.14973562,0.11135609,9.82230249,-0.09792979,-0.09538597,-0.74039855,4,,20.23248213,43.13250851
117.3775187,31.96355491,41.61400057,43.16473558,20.13777067,41.61400057,-71.22481448,-0.33420893,-0.75281582,1.42287507,0.44417444,-1.35187507,-0.00699971,0.20177253,0.18514447,9.97169369,-0.73214312,-0.09227421,-0.62725606,4,,20.13777067,43.16473558
117.3775177,31.96355519,41.61694983,43.19691211,20.04302887,41.61694983,-71.26178668,-0.35935964,-0.76951537,1.42378836,0.4457736,-1.3521984,-0.00758996,0.09931501,0.12163545,9.77820386,-0.37175027,-0.25953977,-0.64123154,4,,20.04302887,43.19691211
117.3775167,31.96355549,41.62008251,43.2290249,19.94825236,41.62008251,-71.30691874,-0.37957958,-0.79077317,1.42712129,0.44816141,-1.3548408,-0.00796056,0.06196791,0.13859357,9.76260591,-0.27664107,-0.28589545,-0.79535729,4,,19.94825236,43.2290249
117.3775157,31.96355578,41.62292184,43.26106,19.8534367,41.62292184,-71.3606363,-0.39841609,-0.81011132,1.4306044,0.45061227,-1.35768204,-0.00799949,0.12301444,0.2205746,9.94533578,-0.58483582,-0.09810754,-1.04743568,4,,19.8534367,43.26106
117.3775147,31.96355606,41.62520149,43.2930027,19.75857736,41.62520149,-71.42336636,-0.44986929,-0.79363216,1.423902,0.4502598,-1.35090319,-0.008,0.21769627,-0.03034434,9.76516836,-0.59455255,0.37194625,-1.0232447,4,,19.75857736,43.2930027
117.3775137,31.96355636,41.62740245,43.32483751,19.66366972,41.62740245,-71.49552852,-0.4558597,-0.75818151,1.41389057,0.44854897,-1.34089057,-0.00750823,0.23108216,0.02624613,9.63558023,-0.10225987,0.50387283,-0.77588945,4,,19.66366972,43.32483751
117.3775127,31.96355665,41.62908296,43.3565482,19.56870912,41.62908296,-71.57752879,-0.44677128,-0.71167731,1.40665925,0.44745407,-1.33365925,-0.00625456,0.16912551,0.18881009,9.70373135,0.0533533,0.55845134,-0.57419459,4,,19.56870912,43.3565482
117.3775117,31.96355695,41.62983621,43.38811781,19.4736909,41.62983621,-71.6697673,-0.44957079,-0.65832052,1.40600196,0.4482553,-1.33288467,-0.00424534,0.05176082,0.25645308,9.97939355,-0.52317566,0.68963614,-0.57380967,4,,19.4736909,43.38811781
117.3775107,31.96355723,41.62930267,43.41952865,19.37861036,41.62930267,-71.772624,-0.48906581,-0.61599205,1.41542247,0.45216525,-1.34103316,-0.00331337,0.00869272,-0.03259181,9.91666779,-0.33929207,0.43536527,-0.70216903,4,,19.37861036,43.41952865
117.3775097,31.96355751,41.62858151,43.45076235,19.28346285,41.62858151,-71.88646522,-0.49502443,-0.59951717,1.42582484,0.45651097,-1.35044043,-0.00303409,0.00460494,-0.05855748,9.78987742,-0.16328056,0.09022048,-0.73313438,4,,19.28346285,43.45076235
117.3775088,31.96355781,41.62786157,43.48179983,19.18824375,41.62786157,-72.01164439,-0.48607553,-0.60353512,1.43462067,0.46061118,-1.35848324,-0.0032204,0.03116409,0.05488467,9.72180026,-0.08930753,-0.16113524,-0.67463188,4,,19.18824375,43.48179983
117.3775078,31.96355809,41.62714811,43.5126214,19.09294852,41.62714811,-72.14849679,-0.48492115,-0.62421209,1.44079849,0.46425668,-1.36394661,-0.00385466,0.09143906,0.13982251,9.77182212,-0.07849442,-0.20786791,-0.55146519,4,,19.09294852,43.5126214
