longtitude,latitude,altitude,north,east,up,yaw,pitch,roll,vel_speed,vel_north,vel_east,vel_up,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,rtk_status,,east,north
117.3776614,31.96351858,41.65116377,39.03029873,33.59757323,41.65116377,-73.67027216,-0.69469188,-0.60764825,1.10621604,0.29545993,-1.06583974,-0.0026237,0.06950174,-0.0315391,9.90870188,-0.00584059,-0.16878891,-0.14708756,4,,33.59757323,39.03029873
117.3776604,31.96351882,41.65364314,39.05834089,33.50172569,41.65364314,-73.70573786,-0.71438948,-0.61453565,1.09740056,0.2933479,-1.0573916,-0.00299104,0.07769901,-0.18654968,9.87745857,-0.12315587,-0.30807033,-0.10943885,4,,33.50172569,39.05834089
117.3776593,31.96351905,41.65578346,39.08633841,33.40586121,41.65578346,-73.73885332,-0.72671077,-0.61723547,1.08901686,0.29126677,-1.04901686,-0.003,0.06427648,-0.26209032,9.83340196,-0.1649626,-0.41068392,-0.06843942,4,,33.40586121,39.08633841
117.3776583,31.96351927,41.65790743,39.11427081,33.30997769,41.65790743,-73.77686674,-0.7436242,-0.62524489,1.08248274,0.28979672,-1.04248274,-0.003,0.06784175,-0.29800978,9.81249079,-0.21035979,-0.3735987,-0.09560659,4,,33.30997769,39.11427081
117.3776573,31.96351947,41.65993226,39.14214113,33.21407605,41.65993226,-73.81303856,-0.76726576,-0.64066451,1.07905011,0.28932747,-1.03905011,-0.003,0.09482311,-0.27843315,9.82855889,-0.26528322,-0.13729392,-0.21646892,4,,33.21407605,39.14214113
117.3776562,31.96351966,41.66097316,39.16995247,33.11815725,41.66097316,-73.84732245,-0.78610373,-0.6479684,1.07951776,0.2898303,-1.03951776,-0.003,0.08855007,-0.27030167,9.86510216,-0.33608432,-0.00376164,-0.23727258,4,,33.11815725,39.16995247
117.3776552,31.96351984,41.66092267,39.19770801,33.02222225,41.66092267,-73.87968736,-0.80047885,-0.64574566,1.08413384,0.29136506,-1.04413384,-0.003,0.04879422,-0.27327466,9.91722188,-0.40792362,0.03291539,-0.1645815,4,,33.02222225,39.19770801
117.3776542,31.96352,41.66001931,39.22541099,32.92627204,41.66001931,-73.91009754,-0.82233608,-0.63261425,1.09130442,0.29361563,-1.05127161,-0.003,0.02534076,-0.25177254,9.9146852,-0.32595378,0.20933958,-0.21906225,4,,32.92627204,39.22541099
117.3776531,31.96352016,41.65897881,39.25306469,32.83030761,41.65897881,-73.93852303,-0.84932898,-0.61246085,1.10231599,0.29722001,-1.0618637,-0.003,0.02031999,-0.21372991,9.83718154,-0.30033353,0.24315867,-0.26261456,4,,32.83030761,39.25306469
117.3776521,31.96352034,41.65832089,39.28067245,32.73432995,41.65832089,-73.9649445,-0.87766916,-0.60967933,1.11649333,0.30170179,-1.07515575,-0.003,0.03714734,-0.20389572,9.77052973,-0.43888131,-0.05779508,-0.13864492,4,,32.73432995,39.28067245
117.3776511,31.96352052,41.65703908,39.30823763,32.63834008,41.65703908,-73.98933966,-0.90821923,-0.6296304,1.1330189,0.30628801,-1.09080791,-0.00299833,0.07978403,-0.18966566,9.78345764,-0.29574163,-0.15976907,-0.11483936,4,,32.63834008,39.30823763
117.37765,31.96352071,41.65708997,39.33576363,32.54233899,41.65708997,-74.01169454,-0.91444988,-0.63636938,1.14811646,0.31104625,-1.10513874,-0.00291003,0.08808802,-0.05951201,9.81375297,0.0508296,0.17685294,-0.32352851,4,,32.54233899,39.33576363
117.377649,31.96352092,41.65783649,39.36325388,32.44632771,41.65783649,-74.03199494,-0.90201231,-0.59917779,1.15399838,0.31296105,-1.11094077,-0.00216351,0.16378329,-0.11983833,9.85236284,0.07170869,0.4507168,-0.33882537,4,,32.44632771,39.36325388
117.377648,31.96352112,41.65791448,39.39071182,32.35030725,41.65791448,-74.05023117,-0.88470835,-0.57526525,1.16683896,0.31671778,-1.12311809,-0.00200423,0.02448471,-0.07671773,9.79683122,0.06875176,0.13370535,-0.03760367,4,,32.35030725,39.39071182
117.3776469,31.96352134,41.65696783,39.4181409,32.25427863,41.65696783,-74.06640665,-0.88554472,-0.58692966,1.18749112,0.32214897,-1.14297318,-0.00202205,0.01390162,-0.00385674,9.94470283,-0.18584188,-0.20310083,-0.01452307,4,,32.25427863,39.4181409
117.3776459,31.96352156,41.6557139,39.44554456,32.15824287,41.6557139,-74.08052123,-0.9093258,-0.61354142,1.20943067,0.32808144,-1.16412969,-0.00231321,0.08148041,0.00145911,9.99638803,-0.4773932,-0.23107159,-0.26497724,4,,32.15824287,39.44554456
117.3776449,31.96352178,41.65492714,39.47292626,32.06220097,41.65492714,-74.09258264,-0.94765595,-0.62512702,1.22509681,0.3331335,-1.17902396,-0.00297873,0.07985182,-0.09107305,9.6539084,-0.48041181,0.12586985,-0.52925305,4,,32.06220097,39.47292626
117.3776439,31.96352203,41.65426766,39.50028942,31.96615394,41.65426766,-74.10261374,-0.95421435,-0.60608678,1.22991201,0.33538537,-1.18313259,-0.00295291,0.11876197,0.00977415,9.68400861,-0.0505823,0.28943083,-0.34113176,4,,31.96615394,39.50028942
117.3776428,31.96352226,41.65460856,39.5276374,31.87010277,41.65460856,-74.11063492,-0.94645793,-0.58098051,1.23422025,0.33666559,-1.18722664,-0.00239784,0.11272621,-0.03963705,9.78631475,0.1076528,0.34516148,-0.08994457,4,,31.87010277,39.5276374
117.3776418,31.96352251,41.65536605,39.55497356,31.77404843,41.65536605,-74.11666877,-0.93087174,-0.55294366,1.24134802,0.33853372,-1.19433327,-0.00164133,0.04165422,-0.03821123,9.90625318,0.08087254,0.29566809,0.02987251,4,,31.77404843,39.55497356
117.3776408,31.96352279,41.65612783,39.58230121,31.67799188,41.65612783,-74.12074323,-0.92090586,-0.52849978,1.25386531,0.34210437,-1.20656879,-0.00102042,-0.04382483,0.08227358,9.96723652,-0.09933042,0.16605275,-0.06265292,4,,31.67799188,39.58230121
117.3776398,31.96352305,41.65702709,39.60962359,31.58193408,41.65702709,-74.12288353,-0.95016637,-0.52744856,1.27454115,0.34800483,-1.22582629,-0.00104848,0.0625036,0.06756444,9.80163904,-0.52680208,0.01899961,-0.24341339,4,,31.58193408,39.60962359
117.3776388,31.9635233,41.65943433,39.63694392,31.48587595,41.65943433,-74.12311708,-0.96013386,-0.5414039,1.29299145,0.35321665,-1.24340441,-0.00162283,0.00912404,-0.01318196,9.76899707,-0.1139207,-0.29483289,-0.28711515,4,,31.48587595,39.63694392
117.3776378,31.96352356,41.66167644,39.66426538,31.38981843,41.66167644,-74.12147495,-0.95239445,-0.57175192,1.30553667,0.35698889,-1.25554987,-0.00234723,0.03680338,-0.01742274,9.80204164,0.13405931,-0.44048373,-0.31330608,4,,31.38981843,39.66426538
117.3776368,31.96352381,41.66317666,39.69159106,31.29376241,41.66317666,-74.11798724,-0.93324975,-0.6112717,1.3103846,0.35893448,-1.2603846,-0.00297816,0.18524712,0.07736373,9.85049425,-0.07292418,-0.26936573,-0.35769605,4,,31.29376241,39.69159106
117.3776358,31.96352407,41.66466239,39.71892405,31.19770879,41.66466239,-74.11268927,-0.93469978,-0.60935913,1.30802825,0.35908825,-1.25798412,-0.00295587,0.08802028,0.06011475,9.79766602,0.05021165,0.16608318,-0.33318191,4,,31.19770879,39.71892405
117.3776348,31.96352433,41.66608353,39.74626733,31.10165843,41.66608353,-74.10562274,-0.92086549,-0.59375414,1.30961581,0.36021315,-1.25905572,-0.0024399,0.05948912,0.09922839,9.8184933,0.1429483,0.20702722,-0.21125663,4,,31.10165843,39.74626733
117.3776337,31.9635246,41.66663279,39.77362383,31.00561218,41.66663279,-74.09683176,-0.90336752,-0.58109783,1.31599039,0.36231727,-1.26500314,-0.00201516,0.03427887,0.10254472,9.84164672,0.13049404,0.10228226,-0.10436384,4,,31.00561218,39.77362383
117.3776327,31.96352487,41.66593594,39.80099639,30.90957087,41.66593594,-74.08636686,-0.89011056,-0.57976021,1.32687301,0.36525623,-1.27578515,-0.002,-0.01742896,0.03186528,9.83064149,0.00806697,0.03100537,-0.10006779,4,,30.90957087,39.80099639
117.3776317,31.96352514,41.66524103,39.82838778,30.8135353,41.66524103,-74.07428176,-0.87977491,-0.57820139,1.33686471,0.36815544,-1.28510574,-0.00203986,0.03946367,0.06674305,9.87289953,0.03021079,0.04088704,-0.28618749,4,,30.8135353,39.82838778
117.3776307,31.9635254,41.66500802,39.85580066,30.71750625,41.66500802,-74.06063001,-0.87779429,-0.58312585,1.34294815,0.37051706,-1.29095617,-0.00252269,0.09255141,0.07344511,9.85449153,-0.02558739,-0.09346536,-0.37620593,4,,30.71750625,39.85580066
117.3776297,31.96352566,41.665,39.88323761,30.62148445,41.665,-74.04546888,-0.87355711,-0.58618562,1.34473768,0.37165856,-1.29273768,-0.00298276,0.13425783,0.06358851,9.80344293,-0.01974,-0.04663699,-0.34979937,4,,30.62148445,39.88323761
117.3776287,31.96352593,41.665,39.9107011,30.52547063,41.665,-74.02885845,-0.85844141,-0.57871741,1.34203792,0.37103858,-1.29003792,-0.00294179,0.15798107,0.05151139,9.75672527,0.15447257,0.40932527,-0.20401909,4,,30.52547063,39.9107011
117.3776277,31.96352619,41.665,39.93819351,30.42946548,41.665,-74.01086114,-0.85123274,-0.5589492,1.34068337,0.3710398,-1.28864404,-0.00226207,0.13418615,0.03857699,9.80808138,0.08969575,0.1533838,-0.13962443,4,,30.42946548,39.93819351
117.3776267,31.96352646,41.6649622,39.96571711,30.33346965,41.6649622,-73.99153904,-0.82903863,-0.54718251,1.34238731,0.37162063,-1.28986118,-0.0020091,0.05093215,0.04499582,9.80376521,0.25517592,0.09996919,-0.15911823,4,,30.33346965,39.96571711
117.3776257,31.96352673,41.6644218,39.99327406,30.23748378,41.6644218,-73.97095593,-0.80378984,-0.54506868,1.3479764,0.37342775,-1.29499417,-0.002,-0.02398711,0.1078672,9.80735075,0.26762236,-0.01993562,-0.18440331,4,,30.23748378,39.99327406
117.3776247,31.963527,41.66316513,40.02086642,30.14150845,41.66316513,-73.94917974,-0.78992356,-0.5537986,1.35694904,0.37663965,-1.30389655,-0.00205248,-0.03067531,0.22580975,9.87044104,-0.16882081,-0.4151082,-0.16379055,4,,30.14150845,40.02086642
117.3776237,31.96352726,41.66296962,40.04849613,30.04554424,41.66296962,-73.92628199,-0.81234311,-0.58593735,1.35888765,0.37757068,-1.3052357,-0.00268689,0.02658583,0.08531713,9.85149047,-0.3629177,-0.25228817,-0.28261806,4,,30.04554424,40.04849613
117.3776226,31.96352753,41.66253379,40.076165,29.94959166,41.66253379,-73.90234203,-0.83463701,-0.59510602,1.35334037,0.37644124,-1.29983669,-0.00296988,0.13786063,0.01354317,9.78306224,-0.27581153,0.05577927,-0.28916651,4,,29.94959166,40.076165
117.3776216,31.96352779,41.66231682,40.10387471,29.85365121,41.66231682,-73.87743974,-0.84663354,-0.57552487,1.34197335,0.37359065,-1.28895321,-0.0027006,0.2040088,0.02361522,9.72883489,-0.13580181,0.32424285,-0.18124045,4,,29.85365121,40.10387471
117.3776206,31.96352806,41.66306689,40.1316268,29.75772333,41.66306689,-73.85165151,-0.84575256,-0.53540801,1.3296071,0.37014216,-1.2766071,-0.00183778,0.11729752,0.04867028,9.77218673,-0.19465172,0.39515417,-0.03653722,4,,29.75772333,40.1316268
117.3776196,31.96352834,41.66382932,40.15942269,29.66180843,41.66382932,-73.8250532,-0.8490332,-0.50171685,1.33016456,0.37014368,-1.27716456,-0.00034137,0.02994885,0.03287786,9.93666347,0.01097499,0.26424723,0.00925626,4,,29.66180843,40.15942269
117.3776186,31.96352863,41.6640604,40.18726368,29.56590689,41.6640604,-73.79771984,-0.82827596,-0.48731832,1.33471551,0.3720187,-1.28171551,-0.0000447,0.02555766,0.02656265,9.87965188,0.02832641,0.06211126,-0.16897629,4,,29.56590689,40.18726368
117.3776176,31.96352889,41.66498695,40.21515093,29.47001905,41.66498695,-73.76972729,-0.82090871,-0.49025616,1.33926191,0.37390941,-1.28624351,-0.00047507,0.03875694,0.00086434,9.82385561,-0.06526392,-0.06649663,-0.3056951,4,,29.47001905,40.21515093
117.3776166,31.96352914,41.6665524,40.24308549,29.37414521,41.6665524,-73.7411506,-0.82200352,-0.50551595,1.34158871,0.37495714,-1.28829107,-0.00098183,0.07724662,-0.02222545,9.79072308,-0.07309107,-0.1614002,-0.33679635,4,,29.37414521,40.24308549
117.3776156,31.9635294,41.66794101,40.27106826,29.27828563,41.66794101,-73.71206486,-0.81217976,-0.52697452,1.34082726,0.375,-1.28685676,-0.00110112,0.14617483,-0.00915448,9.73776324,0.1206951,-0.30780038,-0.30422237,4,,29.27828563,40.27106826
117.3776145,31.96352966,41.668,40.29910004,29.18244055,41.668,-73.68254805,-0.81664718,-0.55545808,1.33905955,0.37495422,-1.28505955,-0.00183289,0.04491743,-0.01065392,9.85492965,-0.07513693,-0.30563712,-0.24103949,4,,29.18244055,40.29910004
117.3776135,31.96352991,41.668,40.32718148,29.08661015,41.668,-73.65267829,-0.81514283,-0.56963827,1.33493047,0.3743198,-1.28096231,-0.00199416,0.0798911,0.00963497,9.78217692,0.04847509,-0.08742439,-0.26076385,4,,29.08661015,40.32718148
117.3776125,31.96353016,41.668,40.3553131,28.99079458,41.668,-73.6225359,-0.81018576,-0.57126489,1.33021113,0.37353829,-1.27666845,-0.002,0.05199724,0.03683445,9.75427217,0.03237871,0.06870135,-0.31885275,4,,28.99079458,40.3553131
117.3776115,31.96353042,41.66799498,40.3834953,28.89499397,41.66799498,-73.59220007,-0.79821889,-0.56475833,1.32682969,0.37302727,-1.27349858,-0.002,0.02431169,0.04430245,9.78346531,0.00383464,0.11357482,-0.32204201,4,,28.89499397,40.3834953
117.3776105,31.96353068,41.66787468,40.41172833,28.79920838,41.66787468,-73.56175092,-0.77937668,-0.55733204,1.32615551,0.37312532,-1.27218569,-0.002,0.10668032,0.02027554,9.79255528,0.16367882,0.07870732,-0.20047026,4,,28.79920838,40.41172833
